id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_30.png,pair54_74.jpg,house_22.png,pair54_74.jpg,target,a,a,1,1475
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,4,,house_44.png,house_7.png,pair143_24.jpg,house_27.png,pair143_74.jpg,lure,a,l,0,2045
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_2.png,pair137_24.jpg,house_22.png,pair137_74.jpg,lure,a,l,0,841
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_34.png,pair89_24.jpg,house_42.png,pair100_74.jpg,new,l,l,1,1986
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_24.png,pair139_74.jpg,house_9.png,pair116_24.jpg,new,l,l,1,1333
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_7.png,pair80_74.jpg,house_16.png,pair80_74.jpg,target,a,a,1,920
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,5,house_48.png,house_2.png,house_8.png,pair140_24.jpg,house_19.png,pair140_74.jpg,lure,l,l,1,1639
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,4,,house_9.png,house_45.png,pair90_74.jpg,house_35.png,pair90_74.jpg,target,a,a,1,763
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,5,house_38.png,house_7.png,house_30.png,pair141_24.jpg,house_4.png,pair141_74.jpg,lure,l,l,1,1469
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_42.png,pair129_74.jpg,house_34.png,pair129_24.jpg,lure,l,l,1,876
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_19.png,pair114_24.jpg,house_29.png,pair119_74.jpg,new,l,l,1,1126
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,4,,house_1.png,house_3.png,pair30_24.jpg,house_29.png,pair44_74.jpg,new,l,l,1,847
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,3,,,house_19.png,pair130_74.jpg,house_26.png,pair130_24.jpg,lure,l,l,1,990
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,4,,house_40.png,house_7.png,pair83_24.jpg,house_28.png,pair83_74.jpg,lure,l,l,1,1075
52,21,female,german,right,ok,,Lehramt,goh,830,0,1,4,,house_5.png,house_11.png,pair122_24.jpg,house_48.png,pair33_74.jpg,new,l,l,1,810
