id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,Flauf,essen,hank,REIS,lure,L,l,1,3053
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Botaremte,tusee,aufwachen,Berquätust,NADEL,new,L,l,1,1905
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,rundzept,Forgergut,Schnecke,Gestion,LANGSAM,lure,L,l,1,1748
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,vorcocktig,nensum,Pfaum,Normen,Kusen,MORAL,lure,L,l,1,1351
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,fömaspika,newurse,doo,Uhr,Hok,UHR,target,A,a,1,1052
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,stumse,bitter,Dod,SÜß,lure,L,l,1,1460
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Nafige,veitust,Annonce,Pustind,ZEITUNG,lure,L,l,1,1061
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,karnife,Diamant,Stömpen,DIAMANT,target,A,a,1,1183
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Sotenkain,audeit,Zigarette,zeime,RAUCH,lure,L,l,1,906
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Dotz,grütter,Schäfer,kammtagen,HUND,lure,L,l,1,737
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,pasigpeiten,Dewe,Blut,Helt,BLUT,target,A,a,1,1088
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,pronisse,Flasen,Abelzwein,Zahnarzt,Schroffeln,DOKTOR,lure,L,l,1,1304
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,pöden,Tisch,Zetze,BLÜTE,new,L,l,1,1185
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,perther,Schritt,Kräunen,SCHÄDEL,new,L,l,1,1225
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,grütter,Nummer,Männen,TELEFON,lure,L,l,1,723
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Sträfel,eshid,Ärger,Sürne,ÄRGER,target,A,a,1,735
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Nirorre,gigel,weich,Heche,WEICH,target,A,a,1,1007
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Rart,schwolzen,fallen,Dampor,BERG,new,L,l,1,696
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,mauf,Heuz,feer,Auto,Dal,AUTO,target,A,a,1,599
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,mieg,Löwe,Zohl,LÖWE,target,A,a,1,643
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Ispre,stins,greifen,tregmen,LAMPE,new,A,l,0,849
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,Chorts,Eir,Hof,zeser,FLUSS,new,L,l,1,798
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,Zebemd,herv,tein,Bier,Tedes,TASSE,new,L,l,1,997
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,5,Relchten,Shorns,zode,Shorts,schnakt,KALT,new,L,l,1,666
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,dühre,Klang,Ziahalz,RIECHEN,new,L,l,1,874
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,4,,chlotze,Zintes,Fenster,Kraugen,FENSTER,target,A,a,1,795
19,20,female,TÜRKISCH,right,ok,,VWL,drm,250,0,1,3,,,Brasen,Straße,züktor,STRAßE,target,A,a,1,621
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,070.bmp,074.bmp,nunchaku_10.bmp,039.bmp,nunchaku_12.bmp,lure,A,l,0,1010
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,3,,,004.bmp,frisbee_17.bmp,012.bmp,frisbee_15.bmp,lure,A,l,0,952
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,075.bmp,057.bmp,087.bmp,bed_13.bmp,091.bmp,bed_13.bmp,target,A,a,1,838
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,054.bmp,069.bmp,087.bmp,saltpeppershake_15.bmp,082.bmp,bell_7.bmp,new,L,l,1,635
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,063.bmp,007.bmp,cheese_3.bmp,120.bmp,keyboard_4.bmp,new,L,l,1,737
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,077.bmp,003.bmp,meat_11.bmp,023.bmp,meat_12.bmp,lure,A,l,0,534
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,097.bmp,093.bmp,train_17.bmp,022.bmp,train_17.bmp,target,A,a,1,595
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,024.bmp,036.bmp,easteregg_7.bmp,021.bmp,backpack_4.bmp,new,L,l,1,764
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,043.bmp,126.bmp,recordplayer_7.bmp,059.bmp,recordplayer_7.bmp,target,L,a,0,704
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,108.bmp,074.bmp,skateboard_16.bmp,104.bmp,cookpot_4.bmp,new,L,l,1,649
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,123.bmp,071.bmp,goggle_10.bmp,126.bmp,glasses_9.bmp,new,L,l,1,692
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,122.bmp,088.bmp,cat_14.bmp,125.bmp,cat_14.bmp,target,A,a,1,560
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,3,,,003.bmp,frame_9.bmp,071.bmp,frame_16.bmp,lure,A,l,0,666
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,068.bmp,107.bmp,044.bmp,guitar_12.bmp,063.bmp,guitar_5.bmp,lure,L,l,1,2254
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,010.bmp,077.bmp,090.bmp,stool_17.bmp,051.bmp,stool_15.bmp,lure,L,l,1,965
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,019.bmp,076.bmp,122.bmp,mask_16.bmp,029.bmp,mask_16.bmp,target,A,a,1,526
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,4,,057.bmp,006.bmp,dollhouse_1.bmp,043.bmp,dollhouse_1.bmp,target,A,a,1,579
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,3,,,058.bmp,bathsuit_7.bmp,048.bmp,jacket_14.bmp,new,L,l,1,804
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,3,,,077.bmp,scrunchie_6.bmp,018.bmp,hourglass_5.bmp,new,L,l,1,695
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,041.bmp,105.bmp,090.bmp,compass_3.bmp,092.bmp,compass_15.bmp,lure,A,l,0,683
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,095.bmp,124.bmp,012.bmp,christmasstocking_5.bmp,058.bmp,cookingpan_1.bmp,new,L,l,1,597
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,3,,,122.bmp,microscope_10.bmp,033.bmp,microscope_10.bmp,target,A,a,1,717
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,014.bmp,004.bmp,099.bmp,binoculars_14.bmp,093.bmp,binoculars_17.bmp,lure,L,l,1,799
19,20,female,TÜRKISCH,right,ok,,VWL,brady,750,0,2,5,107.bmp,051.bmp,106.bmp,juice_2.bmp,036.bmp,juice_2.bmp,target,A,a,1,697
