id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,leovirk,Buchkes,Dreieck,zefer,DREIECK,target,a,a,1,2788
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Hogialler,Nähnadel,gluktung,THÜRINGEN,new,l,l,1,4194
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Straßelmant,Rückspiegel,horhormixt,HANDBREMSE,lure,l,l,1,1799
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,serche,Horieller,Pfas,München,madikke,STUTTGART,lure,l,l,1,1575
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Viratoge,Pleistoft,Synagoge,zauchzen,SYNAGOGE,target,a,a,1,1370
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,gleiems,Schütze,Lalzedal,ZWILLING,lure,l,l,1,2310
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,bisbe,Rusband,Dolch,votro,BOMBE,lure,l,l,1,3380
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Destend,Wudelhiff,Hamburger,plürelsen,ENGLAND,new,l,l,1,1356
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Nagame,Zweield,zapende,Zeitung,umha,ZEITUNG,target,a,a,1,1520
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,märke,Buche,Gorg,KINO,new,l,l,1,2135
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,pulti,Eingel,Zöche,Vater,pabem,ZOMBIE,new,l,l,1,1552
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Roint,schech,Fähre,Junde,FÄHRE,target,a,a,1,1418
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Herg,Mathematik,klasisinte,CENT,new,l,l,1,1587
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Pebem,votso,Zähon,Meise,Kacal,MEISE,target,a,a,1,1694
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Pnemee,Marzipan,neichmen,AMEISE,new,l,l,1,3216
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Maargand,hesen,Fleiflei,Erdbeere,Stulnisch,ERDBEERE,target,a,a,1,1389
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,habikke,Flanell,Schwegt,FLANELL,target,a,a,1,1229
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,klumse,Berang,nürst,Brahms,Driwehren,MOZART,lure,l,l,1,1252
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Horhormirm,Südamerika,horhormisk,SÜDAMERIKA,target,a,a,1,1364
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Huhbant,sangy,züteln,Kerosin,mährer,BENZIN,lure,l,l,1,2991
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Sümbe,Venus,gröfafition,HAUPTSCHULE,new,l,l,1,1374
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,strahnkadel,Lippenstift,Nekle,TANGO,new,l,l,1,2151
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,terang,kässing,Schäferhund,Schüfertung,TERRIER,lure,l,l,1,1467
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,ulgel,Bluse,Tätte,BLUSE,target,a,a,1,1341
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,dirsibeter,Grielöhlner,Straßenbahn,Spraßelbant,STRAßENBAHN,target,a,a,1,1206
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,tanero,Lineal,Hatzer,LINEAL,target,a,a,1,2035
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Sonwons,Püner,Baracke,greites,BARACKE,target,a,a,1,1082
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Arksa,Zebem,rülgen,Stuhl,gepink,GABEL,new,l,l,1,1234
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Blaspaché,jäche,Stumkes,Millimeter,Klasisagte,RIECHEN,new,l,l,1,1647
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Doot,Grikat,Präposition,keßschatten,VERB,lure,l,l,1,1680
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Fuha,wackflech,Puma,floppe,GEPARD,lure,l,l,1,1462
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,Pattibeter,grirpete,epes,Basteln,quifrat,ZEICHNEN,lure,l,l,1,1416
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,Menzon,Zogaufe,Messing,bisaten,BRONZE,lure,l,l,1,1507
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,lanero,gohs,Rhein,Prüte,MAIN,lure,l,l,1,1193
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Sasen,Leber,sodbe,LEBER,target,a,a,1,1187
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,3,,,Verk,Halma,talba,JAHR,new,l,l,1,1192
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,5,takame,stickstims,Befre,König,Quenie,KAISER,lure,l,l,1,1310
74,19,male,german,right,ok,,sozialwissenschaften,words,250,0,1,4,,lerbin,Wugermet,Hering,Spurnisch,THUNFISCH,lure,l,l,1,1217
