id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,Heks,länster,Duft,Kockrossen,FLIEGEN,new,l,l,1,827
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,miem,Blut,Ditz,BLUT,target,a,a,1,1119
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,Nafe,sünnung,Schneren,Fahrzeug,Berquäkums,AUTO,lure,l,l,1,908
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,schwirzen,sotenkawk,ror,süß,Feg,SÜß,target,a,a,1,1511
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,Pöden,abpintation,reiden,gelb,hehm,SCHLAF,new,l,l,1,656
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,pufats,Praxis,Lükkes,DOKTOR,lure,l,l,1,999
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,Helt,Bier,spaspre,RIECHEN,new,l,l,1,1133
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,timst,Neche,Lampe,Gemörn,LAMPE,target,a,a,1,727
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,Arkner,Blöllen,Schule,zambir,SCHULE,target,a,a,1,980
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,dods,ditz,kalt,Preineit,KALT,target,a,a,1,1507
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,höste,Rauch,Whika,RAUCH,target,a,a,1,785
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,Dere,hahl,Reis,Heuz,REIS,target,a,a,1,781
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,zosel,Hörer,Zustind,TELEFON,lure,l,l,1,607
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,Hanin,schnössel,Kopfkissen,vejunkmeit,WEICH,lure,l,l,1,684
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,Schnommen,naderbe,kubien,Schmuck,chrilze,DIAMANT,lure,l,l,1,665
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,sits,Essee,klisasobrie,Tasse,parne,TASSE,target,a,a,1,713
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,strawe,Seerzwekke,klettern,Bedorren,STRAßE,new,l,l,1,973
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,Behn,Kohrrossen,vorsichtig,strödel,LANGSAM,lure,l,l,1,1143
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,3,,,Lüß,Totenkopf,nepuffven,UHR,new,l,l,1,698
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,5,knöte,Babem,Sandas,Schäfer,briewen,FLUSS,new,l,l,1,713
1,21,female,german,right,ok,,Rechtswissenschaften,drm,250,0,1,4,,zukse,Mimms,Musik,Bollurs,ZEITUNG,new,l,l,1,660
