id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,045.bmp,038.bmp,043.bmp,Jigsaw2.jpg,053.bmp,Jigsaw2.jpg,target,a,a,1,1857
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,063.bmp,007.bmp,012.bmp,Strawberry21.jpg,009.bmp,Strawberry7.jpg,lure,a,l,0,736
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,012.bmp,085.bmp,Leaf11.jpg,027.bmp,Leaf11.jpg,target,a,a,1,646
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,060.bmp,035.bmp,Keys9.jpg,084.bmp,Keys15.jpg,lure,a,l,0,654
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,010.bmp,056.bmp,Swirl6.jpg,006.bmp,Candle7.jpg,new,l,l,1,1337
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,069.bmp,043.bmp,Sweet5.jpg,042.bmp,String24.jpg,new,l,l,1,1691
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,082.bmp,010.bmp,022.bmp,Holly7.jpg,058.bmp,Bag21.jpg,new,l,l,1,1234
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,018.bmp,077.bmp,Hand6.jpg,045.bmp,Hand1.jpg,lure,a,l,0,1062
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,060.bmp,042.bmp,083.bmp,Pear11.jpg,064.bmp,Pear25.jpg,lure,a,l,0,727
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,001.bmp,052.bmp,Key7.jpg,083.bmp,Toothbrush7.jpg,new,l,l,1,771
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,027.bmp,016.bmp,Onion25.jpg,042.bmp,Brocolli1.jpg,new,l,l,1,4144
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,063.bmp,001.bmp,074.bmp,Fork15.jpg,059.bmp,Fork15.jpg,target,a,a,1,815
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,002.bmp,Star16.jpg,069.bmp,Star9.jpg,lure,a,l,0,713
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,081.bmp,Flower23.jpg,046.bmp,Flower7.jpg,lure,a,l,0,1002
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,038.bmp,Button14.jpg,052.bmp,Button14.jpg,target,a,a,1,605
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,011.bmp,088.bmp,009.bmp,Paperclip18.jpg,050.bmp,Paperclip18.jpg,target,a,a,1,721
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,062.bmp,048.bmp,047.bmp,Biscuit14.jpg,011.bmp,Biscuit3.jpg,lure,a,l,0,834
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,069.bmp,Varnish17.jpg,006.bmp,Varnish1.jpg,lure,a,l,0,1017
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,064.bmp,Cake6.jpg,013.bmp,Cake6.jpg,target,a,a,1,723
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,046.bmp,024.bmp,Daff19.jpg,076.bmp,Daff21.jpg,lure,a,l,0,823
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,029.bmp,Umbrella10.jpg,077.bmp,Lipstick17.jpg,new,l,l,1,725
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,073.bmp,Plug18.jpg,016.bmp,Scissors12.jpg,new,l,l,1,900
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,079.bmp,Car17.jpg,047.bmp,Car17.jpg,target,a,a,1,839
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,014.bmp,079.bmp,067.bmp,Hanger11.jpg,072.bmp,Present6.jpg,new,l,l,1,728
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,021.bmp,049.bmp,060.bmp,Chilli3.jpg,071.bmp,Chilli4.jpg,lure,a,l,0,1100
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,009.bmp,002.bmp,084.bmp,Stapler6.jpg,085.bmp,Stapler5.jpg,lure,a,l,0,565
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,058.bmp,005.bmp,047.bmp,Bun15.jpg,088.bmp,Bun15.jpg,target,a,a,1,776
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,033.bmp,055.bmp,067.bmp,Tomato15.jpg,045.bmp,Tomato2.jpg,lure,a,l,0,379
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,008.bmp,030.bmp,Nut14.jpg,066.bmp,Ginger12.jpg,new,l,l,1,828
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,016.bmp,Apple9.jpg,019.bmp,Glass11.jpg,new,l,l,1,821
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,052.bmp,Shell7.jpg,005.bmp,Shell7.jpg,target,a,a,1,599
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,050.bmp,Fudge14.jpg,073.bmp,Screw16.jpg,new,l,l,1,744
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,070.bmp,074.bmp,Man4.jpg,026.bmp,Man4.jpg,target,a,a,1,640
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,3,,,083.bmp,Coins2.jpg,081.bmp,Coins2.jpg,target,a,a,1,729
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,5,046.bmp,027.bmp,062.bmp,Chocolate6.jpg,005.bmp,Chocolate6.jpg,target,a,a,1,443
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,1,4,,037.bmp,064.bmp,Bracelet3.jpg,003.bmp,Mushroom1.jpg,new,l,l,1,742
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,071.bmp,Apple4.jpg,076.bmp,Apple4.jpg,target,a,a,1,661
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,021.bmp,034.bmp,076.bmp,Paperclip12.jpg,050.bmp,Paperclip12.jpg,target,a,a,1,476
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,052.bmp,043.bmp,035.bmp,Hand15.jpg,015.bmp,Hand15.jpg,target,a,a,1,406
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,080.bmp,Biscuit18.jpg,084.bmp,Scissors15.jpg,new,l,l,1,705
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,010.bmp,062.bmp,081.bmp,Cake3.jpg,034.bmp,Strawberry9.jpg,new,l,l,1,692
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,087.bmp,068.bmp,047.bmp,Coins15.jpg,051.bmp,Coins1.jpg,lure,a,l,0,540
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,031.bmp,033.bmp,069.bmp,Chocolate3.jpg,082.bmp,Man23.jpg,new,l,l,1,827
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,085.bmp,Fork17.jpg,086.bmp,Brocolli12.jpg,new,l,l,1,1078
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,054.bmp,039.bmp,Pear21.jpg,026.bmp,Sweet10.jpg,new,l,l,1,1035
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,039.bmp,055.bmp,Shell24.jpg,050.bmp,Shell17.jpg,lure,a,l,0,499
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,022.bmp,057.bmp,004.bmp,Screw4.jpg,015.bmp,Screw13.jpg,lure,a,l,0,424
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,024.bmp,Jigsaw17.jpg,008.bmp,Jigsaw4.jpg,lure,a,l,0,650
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,005.bmp,Lipstick13.jpg,028.bmp,Lipstick7.jpg,lure,a,l,0,2406
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,042.bmp,077.bmp,019.bmp,Hanger5.jpg,033.bmp,String15.jpg,new,l,l,1,710
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,046.bmp,040.bmp,Glass14.jpg,021.bmp,Glass14.jpg,target,a,a,1,414
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,037.bmp,Bun20.jpg,038.bmp,Bun20.jpg,target,a,a,1,766
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,087.bmp,Ginger4.jpg,056.bmp,Ginger18.jpg,lure,a,l,0,542
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,046.bmp,029.bmp,038.bmp,Leaf3.jpg,036.bmp,Leaf1.jpg,lure,a,l,0,467
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,050.bmp,064.bmp,Candle9.jpg,073.bmp,Candle20.jpg,lure,a,l,0,368
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,070.bmp,082.bmp,Mushroom22.jpg,057.bmp,Mushroom13.jpg,lure,a,l,0,1315
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,001.bmp,030.bmp,023.bmp,Tomato14.jpg,042.bmp,Tomato4.jpg,lure,l,l,1,1879
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,036.bmp,040.bmp,026.bmp,Keys5.jpg,061.bmp,Onion22.jpg,new,l,l,1,927
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,046.bmp,001.bmp,060.bmp,Stapler13.jpg,083.bmp,Stapler7.jpg,lure,l,l,1,1221
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,075.bmp,050.bmp,Car13.jpg,073.bmp,Car13.jpg,target,a,a,1,1164
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,057.bmp,059.bmp,077.bmp,Key9.jpg,068.bmp,Key9.jpg,target,a,a,1,917
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,049.bmp,026.bmp,Nut21.jpg,037.bmp,Nut21.jpg,target,a,a,1,880
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,014.bmp,034.bmp,030.bmp,Holly14.jpg,042.bmp,Holly14.jpg,target,a,a,1,759
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,037.bmp,014.bmp,082.bmp,Bracelet7.jpg,039.bmp,Bracelet7.jpg,target,a,a,1,1041
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,060.bmp,059.bmp,Umbrella9.jpg,079.bmp,Star25.jpg,new,l,l,1,890
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,014.bmp,Flower4.jpg,081.bmp,Flower21.jpg,lure,l,l,1,912
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,084.bmp,077.bmp,Present1.jpg,080.bmp,Varnish16.jpg,new,l,l,1,790
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,043.bmp,063.bmp,069.bmp,Fudge13.jpg,077.bmp,Fudge13.jpg,target,a,a,1,952
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,079.bmp,Toothbrush13.jpg,019.bmp,Button2.jpg,new,l,l,1,747
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,5,070.bmp,085.bmp,060.bmp,Daff10.jpg,088.bmp,Daff10.jpg,target,a,a,1,1399
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,4,,061.bmp,024.bmp,Chilli5.jpg,001.bmp,Swirl5.jpg,new,l,l,1,850
29,27,female,german,right,ok,,Grundschullehramt,migo,750,0,2,3,,,047.bmp,Plug8.jpg,074.bmp,Bag24.jpg,new,l,l,1,794
