id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,5,084.bmp,046.bmp,022.bmp,Button8.jpg,075.bmp,Button24.jpg,lure,a,l,0,36224
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,088.bmp,044.bmp,Scissors1.jpg,047.bmp,Scissors1.jpg,target,a,a,1,1041
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,063.bmp,Mushroom15.jpg,025.bmp,Mushroom11.jpg,lure,a,l,0,881
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,021.bmp,046.bmp,Paperclip11.jpg,036.bmp,Paperclip11.jpg,target,a,a,1,676
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,5,031.bmp,077.bmp,072.bmp,String21.jpg,088.bmp,String12.jpg,lure,a,l,0,655
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,047.bmp,001.bmp,Star23.jpg,027.bmp,Star14.jpg,lure,a,l,0,632
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,070.bmp,Hanger2.jpg,048.bmp,Key9.jpg,new,l,l,1,843
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,043.bmp,Holly17.jpg,036.bmp,Holly10.jpg,lure,l,l,1,3401
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,044.bmp,032.bmp,Leaf5.jpg,043.bmp,Leaf5.jpg,target,l,a,0,1014
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,056.bmp,022.bmp,Car1.jpg,033.bmp,Car22.jpg,lure,l,l,1,1254
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,075.bmp,Chocolate8.jpg,065.bmp,Tomato14.jpg,new,l,l,1,3142
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,077.bmp,Pear15.jpg,056.bmp,Coins7.jpg,new,l,l,1,4838
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,050.bmp,021.bmp,Nut1.jpg,009.bmp,Swirl20.jpg,new,a,l,0,3358
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,4,,070.bmp,030.bmp,Lipstick17.jpg,076.bmp,Lipstick3.jpg,lure,a,l,0,2389
35,21,male,german,right,ok,,sonderpädagogik,migo,750,0,1,3,,,035.bmp,Bag18.jpg,005.bmp,Bag18.jpg,target,l,a,0,1929
