ParticipantNumber	NumFramesCS	US	CS	AnswerNumber	Correct
3	260	MereExpo.jpg	Aero06.jpg	6	1
3	260	FeaRaFD4.jpg	Water3.jpg	3	1
3	177	US2Motivation.jpg	Aero0Motivation.jpg	6	0
3	260	FeaRaFD3.jpg	Aero05.jpg	5	1
3	177	USMotivation.jpg	WaterMotivation.jpg	3	0
3	177	US2Motivation.jpg	Aero0Motivation.jpg	99	1
3	260	FeaRaFD1.jpg	Aero05.jpg	5	1
3	260	DisIAPS3.jpg	Water5.jpg	5	1
3	260	FeaRaFD2.jpg	Aero05.jpg	5	1
3	177	US2Motivation.jpg	Aero0Motivation.jpg	99	1
3	171	FeaRaFD1.jpg	Aero07.jpg	8	0
3	260	DisRaFD4.jpg	Water4.jpg	4	1
3	260	DisIAPS5.jpg	Water5.jpg	5	1
3	260	DisIAPS1.jpg	Water5.jpg	5	1
3	171	MereExpo.jpg	Water8.jpg	6	0
3	177	USMotivation.jpg	WaterMotivation.jpg	99	1
3	171	MereExpo.jpg	Aero04.jpg	5	0
3	260	MereExpo.jpg	Aero06.jpg	6	1
3	260	FeaRaFD2.jpg	Water3.jpg	3	1
3	260	DisIAPS4.jpg	Water5.jpg	5	1
3	171	FeaRaFD4.jpg	Aero07.jpg	5	0
3	260	MereExpo.jpg	Water1.jpg	1	1
3	171	MereExpo.jpg	Water8.jpg	3	0
3	260	MereExpo.jpg	Water1.jpg	1	1
3	260	FeaRaFD5.jpg	Water3.jpg	3	1
3	171	MereExpo.jpg	Aero04.jpg	2	0
3	171	MereExpo.jpg	Water8.jpg	5	0
3	260	MereExpo.jpg	Water1.jpg	1	1
3	171	DisIAPS3.jpg	Aero02.jpg	4	0
3	260	DisRaFD5.jpg	Water4.jpg	4	1
3	171	DisIAPS1.jpg	Water6.jpg	5	0
3	260	DisRaFD4.jpg	Aero01.jpg	1	1
3	171	MereExpo.jpg	Water8.jpg	3	0
3	171	DisIAPS3.jpg	Water6.jpg	8	0
3	171	MereExpo.jpg	Aero04.jpg	6	0
3	260	DisRaFD2.jpg	Aero01.jpg	1	1
3	171	DisIAPS5.jpg	Aero02.jpg	2	1
3	171	DisRaFD4.jpg	Aero03.jpg	1	0
3	171	FeaRaFD2.jpg	Aero07.jpg	2	0
3	260	DisRaFD2.jpg	Water4.jpg	4	1
3	260	DisRaFD1.jpg	Aero01.jpg	1	1
3	171	DisRaFD1.jpg	Aero03.jpg	1	0
3	171	FeaRaFD2.jpg	Water7.jpg	1	0
3	260	DisIAPS2.jpg	Aero08.jpg	8	1
3	171	DisRaFD2.jpg	Aero03.jpg	6	0
3	171	DisIAPS2.jpg	Aero02.jpg	8	0
3	260	FeaRaFD1.jpg	Water3.jpg	3	1
3	260	DisRaFD5.jpg	Aero01.jpg	1	1
3	177	US2Motivation.jpg	Aero0Motivation.jpg	99	1
3	171	DisRaFD1.jpg	Water2.jpg	2	1
3	171	MereExpo.jpg	Aero04.jpg	5	0
3	171	DisRaFD4.jpg	Water2.jpg	4	0
3	171	FeaRaFD5.jpg	Aero07.jpg	4	0
3	260	MereExpo.jpg	Aero06.jpg	6	1
3	171	FeaRaFD4.jpg	Water7.jpg	4	0
3	260	DisIAPS3.jpg	Aero08.jpg	8	1
3	171	FeaRaFD3.jpg	Water7.jpg	6	0
3	177	USMotivation.jpg	WaterMotivation.jpg	99	1
3	171	DisIAPS1.jpg	Aero02.jpg	5	0
3	171	DisRaFD3.jpg	Aero03.jpg	2	0
3	260	FeaRaFD3.jpg	Water3.jpg	3	1
3	260	DisIAPS2.jpg	Water5.jpg	5	1
3	260	FeaRaFD5.jpg	Aero05.jpg	5	1
3	171	DisIAPS4.jpg	Water6.jpg	1	0
3	171	FeaRaFD5.jpg	Water7.jpg	4	0
3	260	DisIAPS1.jpg	Aero08.jpg	8	1
3	171	MereExpo.jpg	Water8.jpg	6	0
3	260	MereExpo.jpg	Water1.jpg	1	1
3	171	DisIAPS2.jpg	Water6.jpg	1	0
3	260	DisRaFD3.jpg	Aero01.jpg	1	1
3	171	DisRaFD5.jpg	Aero03.jpg	3	1
3	260	DisRaFD3.jpg	Water4.jpg	4	1
3	260	DisIAPS4.jpg	Aero08.jpg	8	1
3	171	FeaRaFD3.jpg	Aero07.jpg	1	0
3	171	DisIAPS5.jpg	Water6.jpg	5	0
3	260	DisRaFD1.jpg	Water4.jpg	4	1
3	171	MereExpo.jpg	Aero04.jpg	5	0
3	177	USMotivation.jpg	WaterMotivation.jpg	99	1
3	260	MereExpo.jpg	Water1.jpg	1	1
3	260	DisIAPS5.jpg	Aero08.jpg	8	1
3	260	FeaRaFD4.jpg	Aero05.jpg	5	1
3	171	DisRaFD2.jpg	Water2.jpg	4	0
3	177	US2Motivation.jpg	Aero0Motivation.jpg	99	1
3	171	FeaRaFD1.jpg	Water7.jpg	4	0
3	260	MereExpo.jpg	Aero06.jpg	6	1
3	171	DisRaFD3.jpg	Water2.jpg	4	0
3	177	USMotivation.jpg	WaterMotivation.jpg	99	1
3	171	DisRaFD5.jpg	Water2.jpg	5	0
3	260	MereExpo.jpg	Aero06.jpg	6	1
3	171	DisIAPS4.jpg	Aero02.jpg	8	0
