US	CS	Time	PC_Nummer	PCName	timeStamp
FeaRaFD4	Water1	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water5	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero08	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water8	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Water7	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Aero03	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water5	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water5	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero01	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero03	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water7	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero06	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero06	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water4	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water5	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Aero01	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero07	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero08	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero07	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Water3	177	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Water4	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Water7	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water3	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water6	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero03	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water7	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero02	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero02	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water1	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Water2	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero06	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water2	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Water1	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water6	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Water1	177	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero01	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero05	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Water4	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Aero06	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water7	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Water5	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero03	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero08	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero07	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero05	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero02	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water6	177	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero02	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water8	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water3	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Water2	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Water8	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero05	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Water8	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Aero08	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Aero01	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water4	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water1	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water7	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water7	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Water8	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero01	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Aero08	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero02	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Water7	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Water6	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero08	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water8	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero08	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Water8	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water4	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Water5	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero04	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water5	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Water6	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Water5	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water1	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water2	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero04	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Water4	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water2	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Aero01	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero05	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero02	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water3	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero04	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Water3	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Aero06	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water7	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Aero02	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero04	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water3	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Aero02	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water2	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water6	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero07	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water3	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water5	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water4	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero01	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero04	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero06	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water5	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero06	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero04	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Water1	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Aero04	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero07	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water6	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Water3	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water2	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero03	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero05	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water8	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water2	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Aero04	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero08	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water2	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Water2	177	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Water6	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water7	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Water2	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS5	Aero03	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Aero03	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero03	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero06	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Aero07	172	3	laborrechner3	2014-12-04_15.22.27.965000
