US	CS	Time	PC_Nummer	PCName	timeStamp
DisIAPS5	Water7	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Aero02	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Water6	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero07	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Water1	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water3	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Water7	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero02	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water6	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero06	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero05	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water3	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water8	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Aero08	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Aero05	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Water5	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero01	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Water6	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water4	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero03	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Aero07	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Aero06	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water4	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero04	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water5	172	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero07	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Water1	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Aero05	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero05	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Water3	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD2	Aero01	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Water1	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water4	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Aero06	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water6	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Water2	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Water4	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Aero05	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Aero08	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero02	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero04	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero05	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Water4	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS3	Aero03	177	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Water8	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Aero07	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD5	Aero01	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Aero08	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero06	173	3	laborrechner3	2014-12-04_15.22.27.965000
MereExpo	Aero03	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Water8	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD1	Water1	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD4	Aero03	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD2	Aero04	172	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD3	Aero08	173	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Aero07	172	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS4	Aero04	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero07	177	3	laborrechner3	2014-12-04_15.22.27.965000
FeaRaFD4	Water8	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS2	Aero01	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Aero02	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD5	Water1	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD1	Aero05	177	3	laborrechner3	2014-12-04_15.22.27.965000
DisIAPS1	Water3	173	3	laborrechner3	2014-12-04_15.22.27.965000
DisRaFD3	Aero01	172	3	laborrechner3	2014-12-04_15.22.27.965000
