US	CS	Time	PC_Nummer	PCName	timeStamp
DisIAPS5	Water6	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Aero08	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water2	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Aero05	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero06	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero07	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Water6	172	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Water5	171	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Water7	171	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero07	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Water2	172	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Water8	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Water4	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Water8	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Aero02	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water8	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Aero05	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Aero01	171	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero04	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water4	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Aero08	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero04	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero02	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero05	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Water2	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Aero07	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water6	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Water5	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero02	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Aero07	177	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero06	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Water3	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Water6	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Aero06	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Water3	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Water3	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Aero08	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Water4	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero04	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Water2	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water7	177	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero05	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Water6	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Water2	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water5	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Water7	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Aero03	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Water7	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Aero05	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water8	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Aero07	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Water1	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Aero01	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Water3	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Aero04	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero03	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water1	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Aero08	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Aero07	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Aero02	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water7	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water5	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Water8	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Water2	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Water1	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Water8	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero03	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Aero07	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Water8	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Water7	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero01	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Aero04	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water6	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Aero01	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water7	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Water4	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero08	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Aero01	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water2	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Water2	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Aero04	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Water1	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Aero02	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Water5	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Water3	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero01	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Aero03	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Water4	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water1	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero03	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Water8	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Aero07	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero06	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS2	Aero01	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Water4	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Water4	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Water3	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero07	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero06	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Aero08	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero04	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Aero04	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Water5	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Water1	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Water6	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water6	172	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero02	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Aero02	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Water6	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Aero08	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Aero02	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Aero02	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Aero05	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Water3	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD3	Water7	177	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Water4	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero02	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water2	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Water1	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Aero02	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Water2	177	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero07	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Aero05	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Water8	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Aero08	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD1	Water7	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD2	Water6	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero05	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Aero08	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water3	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD4	Aero05	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS5	Water5	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD4	Aero08	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS1	Water2	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero03	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD3	Aero08	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD2	Aero06	177	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS3	Water8	172	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD5	Water5	172	1	WJames-PC	2014-11-27_13.42.58.761000
DisRaFD5	Aero03	171	1	WJames-PC	2014-11-27_13.42.58.761000
FeaRaFD1	Aero05	171	1	WJames-PC	2014-11-27_13.42.58.761000
DisIAPS4	Aero03	177	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Water6	171	1	WJames-PC	2014-11-27_13.42.58.761000
MereExpo	Aero01	172	1	WJames-PC	2014-11-27_13.42.58.761000
