ParticipantNumber	Item	Block	Reponse	ReactionTime
21	9300.jpg	1	1	4.463667
21	9320.jpg	1	1	2.827832
21	9008.jpg	1	1	3.695704
21	9301.jpg	1	1	4.001737
21	3550.jpg	1	1	1.272372
21	1310.jpg	1	2	2.373211
21	1945.jpg	1	3	3.723168
21	9830.jpg	1	4	6.512755
21	1019.jpg	1	4	4.912900
21	9330.jpg	1	3	4.795038
21	2981.jpg	1	1	1.698880
21	9042.jpg	1	2	2.802296
21	9592.jpg	1	2	3.290269
21	1274.jpg	1	4	4.415056
21	9571.jpg	1	1	1.595357
21	9040.jpg	1	1	1.013523
21	9290.jpg	1	3	2.972987
21	2095.jpg	1	1	3.070512
21	1274.jpg	2	6	9.666827
21	9830.jpg	2	5	8.075104
21	9592.jpg	2	7	4.457099
21	1310.jpg	2	8	1.710815
21	9330.jpg	2	7	1.613974
21	9290.jpg	2	7	3.771416
21	9008.jpg	2	8	1.446922
21	2981.jpg	2	9	0.917989
21	9300.jpg	2	9	0.824508
21	9040.jpg	2	9	1.141344
21	9320.jpg	2	9	0.944115
21	1945.jpg	2	3	6.444618
21	9571.jpg	2	9	1.735821
21	9301.jpg	2	9	0.901106
21	2095.jpg	2	9	1.924003
21	3550.jpg	2	9	2.228292
21	9042.jpg	2	8	3.189962
21	1019.jpg	2	4	4.482529
21	9830.jpg	3	1	3.820816
21	9301.jpg	3	3	11.811957
21	3550.jpg	3	9	4.392691
21	9040.jpg	3	9	0.938671
21	9042.jpg	3	1	11.548453
21	9571.jpg	3	1	1.373206
21	9592.jpg	3	1	1.413344
21	9320.jpg	3	1	0.816796
21	9330.jpg	3	1	0.873712
21	2095.jpg	3	1	3.180772
21	9290.jpg	3	1	0.617474
21	1945.jpg	3	1	0.571508
21	2981.jpg	3	1	0.535526
21	1310.jpg	3	1	0.280434
21	9008.jpg	3	1	0.325108
21	1274.jpg	3	1	0.463937
21	9300.jpg	3	1	0.410367
21	1019.jpg	3	1	0.383837
21	1310.jpg	4	7	4.733989
21	9301.jpg	4	8	3.866028
21	1274.jpg	4	4	4.889127
21	9290.jpg	4	5	3.048875
21	9300.jpg	4	9	1.289524
21	1019.jpg	4	4	5.286888
21	9040.jpg	4	9	1.501952
21	9830.jpg	4	4	2.801305
21	2095.jpg	4	9	1.627380
21	9320.jpg	4	9	1.287999
21	3550.jpg	4	9	0.773383
21	9008.jpg	4	8	2.734106
21	9571.jpg	4	9	1.092072
21	1945.jpg	4	4	1.963804
21	9592.jpg	4	9	2.539590
21	9042.jpg	4	9	1.038024
21	2981.jpg	4	9	0.824270
21	9330.jpg	4	8	1.545804
21	1945.jpg	5	9	3.715698
21	2095.jpg	5	7	10.675372
21	9008.jpg	5	1	7.464916
21	9571.jpg	5	1	3.183147
21	9042.jpg	5	1	1.625090
21	9592.jpg	5	1	1.889309
21	3550.jpg	5	1	2.044827
21	9830.jpg	5	1	4.031646
21	9040.jpg	5	9	1.482518
21	1310.jpg	5	7	5.889100
21	9300.jpg	5	1	6.779290
21	1019.jpg	5	9	2.488815
21	9301.jpg	5	1	2.391760
21	1274.jpg	5	1	1.903434
21	9320.jpg	5	1	3.124599
21	2981.jpg	5	1	2.174767
21	9330.jpg	5	1	1.637476
21	9290.jpg	5	1	0.608491
21	2095.jpg	6	1	3.243131
21	9290.jpg	6	1	2.678108
21	9320.jpg	6	1	1.785951
21	9301.jpg	6	1	0.876258
21	1310.jpg	6	1	1.254513
21	9592.jpg	6	1	2.899344
21	9300.jpg	6	1	0.598625
21	9042.jpg	6	1	0.772216
21	3550.jpg	6	1	1.192397
21	9330.jpg	6	1	0.541617
21	1019.jpg	6	1	0.569312
21	9008.jpg	6	1	0.508754
21	1945.jpg	6	1	0.889852
21	9040.jpg	6	1	0.833266
21	9571.jpg	6	5	7.943652
21	9830.jpg	6	1	4.388232
21	2981.jpg	6	1	1.023763
21	1274.jpg	6	1	1.027747
21	9042.jpg	7	8	8.296326
21	1310.jpg	7	1	4.217292
21	1019.jpg	7	1	2.571796
21	1274.jpg	7	1	1.278090
21	3550.jpg	7	9	1.844512
21	9571.jpg	7	9	2.143910
21	1945.jpg	7	1	2.253807
21	9290.jpg	7	9	1.482700
21	9330.jpg	7	9	0.683377
21	9040.jpg	7	9	0.807107
21	9592.jpg	7	5	4.167078
21	9300.jpg	7	9	1.434347
21	9830.jpg	7	9	0.760868
21	9008.jpg	7	5	3.189518
21	9301.jpg	7	9	0.858682
21	2981.jpg	7	9	1.885358
21	9320.jpg	7	9	0.776740
21	2095.jpg	7	9	0.931998
