ParticipantNumber	Item	Block	Reponse	ReactionTime
ParticipantNumber	Item	Block	Reponse	ReactionTime
5	3550.jpg	1	1	2.629659
5	9830.jpg	1	2	1.082247
5	9320.jpg	1	3	0.419449
5	9592.jpg	1	2	1.205304
5	9042.jpg	1	2	1.496387
5	1019.jpg	1	5	1.710274
5	9008.jpg	1	2	1.406035
5	2981.jpg	1	3	1.406027
5	9301.jpg	1	2	0.967938
5	1310.jpg	1	1	0.755111
5	9571.jpg	1	3	0.977379
5	9040.jpg	1	5	1.528656
5	1274.jpg	1	4	1.247340
5	9330.jpg	1	5	1.424881
5	9290.jpg	1	4	0.747914
5	2095.jpg	1	3	0.867280
5	9300.jpg	1	1	0.901644
5	1945.jpg	1	2	1.412852
5	1274.jpg	2	9	0.933211
5	9008.jpg	2	7	0.497112
5	9300.jpg	2	8	0.562289
5	2981.jpg	2	7	0.751383
5	1945.jpg	2	8	1.042690
5	3550.jpg	2	7	0.735820
5	9301.jpg	2	8	0.666462
5	9571.jpg	2	6	0.951248
5	9042.jpg	2	7	0.750302
5	1310.jpg	2	8	0.839271
5	9330.jpg	2	7	0.570821
5	9290.jpg	2	7	0.831270
5	1019.jpg	2	6	0.624416
5	2095.jpg	2	8	0.746243
5	9320.jpg	2	7	0.912134
5	9592.jpg	2	4	1.388383
5	9830.jpg	2	7	1.322093
5	9040.jpg	2	4	1.329640
5	9290.jpg	3	3	1.325891
5	9301.jpg	3	5	0.876639
5	9300.jpg	3	4	0.612087
5	9592.jpg	3	5	0.532366
5	9320.jpg	3	4	0.562569
5	3550.jpg	3	7	0.417350
5	1945.jpg	3	4	0.528671
5	2981.jpg	3	5	0.419998
5	9040.jpg	3	7	0.474999
5	1274.jpg	3	4	0.720456
5	9008.jpg	3	5	0.571770
5	9830.jpg	3	4	0.536838
5	9571.jpg	3	4	1.128068
5	9042.jpg	3	7	0.738624
5	9330.jpg	3	4	0.660477
5	1310.jpg	3	7	0.591732
5	1019.jpg	3	4	0.733175
5	2095.jpg	3	7	0.549552
5	1019.jpg	4	3	1.204690
5	9330.jpg	4	3	0.732495
5	9042.jpg	4	4	0.376987
5	9320.jpg	4	4	1.133812
5	2095.jpg	4	8	0.529653
5	2981.jpg	4	7	0.549529
5	1274.jpg	4	8	0.720222
5	1310.jpg	4	4	0.626391
5	9571.jpg	4	8	0.572630
5	9830.jpg	4	5	1.347148
5	1945.jpg	4	4	0.660811
5	9290.jpg	4	3	1.506008
5	9008.jpg	4	7	0.902733
5	9592.jpg	4	4	0.575774
5	9300.jpg	4	3	1.175421
5	9301.jpg	4	4	0.969481
5	9040.jpg	4	4	0.949786
5	3550.jpg	4	3	1.040268
5	9040.jpg	5	1	1.013564
5	9300.jpg	5	4	1.543198
5	9008.jpg	5	1	1.062339
5	2095.jpg	5	4	1.452398
5	9592.jpg	5	2	0.986866
5	9830.jpg	5	2	1.101742
5	3550.jpg	5	1	0.879433
5	1019.jpg	5	1	0.965764
5	9290.jpg	5	7	1.829501
5	1310.jpg	5	9	2.121318
5	9301.jpg	5	3	1.492127
5	9320.jpg	5	1	0.790565
5	1945.jpg	5	1	0.742844
5	9330.jpg	5	3	1.041300
5	2981.jpg	5	2	1.093155
5	9042.jpg	5	4	1.614384
5	1274.jpg	5	1	0.998692
5	9571.jpg	5	3	0.890618
5	2981.jpg	6	1	0.896530
5	1274.jpg	6	2	0.656250
5	3550.jpg	6	1	1.317966
5	9592.jpg	6	2	0.879558
5	9320.jpg	6	1	0.896996
5	9042.jpg	6	1	0.860240
5	9330.jpg	6	1	1.227573
5	9040.jpg	6	2	0.797349
5	9301.jpg	6	1	1.012481
5	9290.jpg	6	2	1.646389
5	9830.jpg	6	1	0.875176
5	1019.jpg	6	1	0.935765
5	9571.jpg	6	9	0.769030
5	2095.jpg	6	1	0.976076
5	1310.jpg	6	1	0.797053
5	9300.jpg	6	1	0.814600
5	1945.jpg	6	1	0.627689
5	9008.jpg	6	1	0.983002
5	9008.jpg	7	1	1.897311
5	9320.jpg	7	1	1.131206
5	9301.jpg	7	1	0.485298
5	9300.jpg	7	2	0.560478
5	9830.jpg	7	3	1.610435
5	1310.jpg	7	7	2.023987
5	2981.jpg	7	9	1.356264
5	9330.jpg	7	9	0.971742
5	9290.jpg	7	7	1.448765
5	2095.jpg	7	9	0.985392
5	9592.jpg	7	7	0.996752
5	1274.jpg	7	1	0.670250
5	9042.jpg	7	3	1.858298
5	9040.jpg	7	9	1.080081
5	1945.jpg	7	7	0.733911
5	9571.jpg	7	7	2.490684
5	1019.jpg	7	2	1.689896
5	3550.jpg	7	9	1.222148
