ParticipantNumber	Item	Block	Reponse	ReactionTime
13	1945.jpg	1	5	6.686716
13	9301.jpg	1	1	2.222861
13	9300.jpg	1	1	0.834630
13	2095.jpg	1	4	4.301646
13	9320.jpg	1	2	3.144235
13	2981.jpg	1	3	3.495097
13	1274.jpg	1	6	2.926552
13	1019.jpg	1	6	2.768941
13	9830.jpg	1	5	5.868059
13	3550.jpg	1	4	5.495978
13	9330.jpg	1	6	2.372987
13	9008.jpg	1	3	4.254529
13	9042.jpg	1	3	2.503110
13	9592.jpg	1	6	2.228993
13	9040.jpg	1	3	5.844913
13	9571.jpg	1	4	2.688765
13	9290.jpg	1	4	1.509478
13	1310.jpg	1	5	2.674775
13	9571.jpg	2	7	4.698688
13	9301.jpg	2	9	1.175754
13	2981.jpg	2	7	1.191065
13	1945.jpg	2	3	3.276876
13	9008.jpg	2	8	2.912200
13	9330.jpg	2	4	1.399427
13	2095.jpg	2	4	2.246017
13	1274.jpg	2	1	1.519500
13	9830.jpg	2	3	1.167009
13	9592.jpg	2	2	1.231302
13	9042.jpg	2	4	1.322074
13	9040.jpg	2	4	1.722145
13	9290.jpg	2	6	2.583425
13	9300.jpg	2	9	1.164317
13	1019.jpg	2	3	2.595547
13	3550.jpg	2	5	2.031874
13	1310.jpg	2	4	1.925233
13	9320.jpg	2	8	1.180042
13	9592.jpg	3	1	5.170511
13	9301.jpg	3	5	3.499642
13	1274.jpg	3	1	1.037931
13	1310.jpg	3	1	5.473480
13	9830.jpg	3	2	4.477046
13	9040.jpg	3	8	2.691334
13	1945.jpg	3	2	1.023454
13	2095.jpg	3	8	1.039077
13	9290.jpg	3	1	0.707265
13	9042.jpg	3	4	1.113491
13	1019.jpg	3	4	0.875463
13	3550.jpg	3	8	1.980034
13	2981.jpg	3	4	2.355339
13	9320.jpg	3	7	1.978690
13	9300.jpg	3	9	2.272958
13	9571.jpg	3	7	1.354808
13	9008.jpg	3	7	0.781084
13	9330.jpg	3	4	1.211505
13	9330.jpg	4	1	1.355417
13	9301.jpg	4	1	2.231426
13	1274.jpg	4	1	0.908369
13	9042.jpg	4	7	1.472943
13	9830.jpg	4	1	0.607975
13	9571.jpg	4	5	1.218037
13	9040.jpg	4	9	1.241104
13	9300.jpg	4	4	2.485586
13	9320.jpg	4	4	0.622455
13	9592.jpg	4	1	2.026184
13	1310.jpg	4	5	1.103624
13	9290.jpg	4	1	0.810769
13	1019.jpg	4	1	0.792762
13	2981.jpg	4	8	1.138516
13	2095.jpg	4	9	1.021557
13	1945.jpg	4	1	1.007461
13	9008.jpg	4	7	1.259586
13	3550.jpg	4	7	0.907748
13	3550.jpg	5	1	1.972509
13	9290.jpg	5	7	2.930306
13	9571.jpg	5	1	1.648174
13	9300.jpg	5	8	1.012183
13	9040.jpg	5	9	1.518477
13	1274.jpg	5	1	1.073663
13	1310.jpg	5	5	1.649825
13	9830.jpg	5	5	2.483872
13	9301.jpg	5	9	1.133877
13	9320.jpg	5	9	0.574106
13	2981.jpg	5	4	1.243462
13	9008.jpg	5	9	1.077187
13	9330.jpg	5	5	0.998836
13	1945.jpg	5	1	0.979671
13	9592.jpg	5	1	1.135411
13	2095.jpg	5	9	0.948841
13	9042.jpg	5	5	1.010197
13	1019.jpg	5	5	1.329471
13	9301.jpg	6	1	0.985292
13	9040.jpg	6	1	2.168417
13	1945.jpg	6	1	1.112343
13	1019.jpg	6	1	0.403521
13	9592.jpg	6	1	0.550301
13	9830.jpg	6	1	0.606111
13	9042.jpg	6	1	0.646760
13	9300.jpg	6	1	0.679077
13	9571.jpg	6	1	0.441814
13	1310.jpg	6	1	0.687692
13	3550.jpg	6	1	0.915008
13	9330.jpg	6	5	1.387997
13	9290.jpg	6	1	1.549228
13	9320.jpg	6	1	0.566950
13	2981.jpg	6	1	1.288409
13	1274.jpg	6	1	0.604739
13	9008.jpg	6	1	0.758532
13	2095.jpg	6	1	2.847369
13	2981.jpg	7	4	2.563911
13	9290.jpg	7	6	1.695591
13	1019.jpg	7	1	2.311028
13	2095.jpg	7	9	1.052228
13	1945.jpg	7	1	0.952306
13	9571.jpg	7	5	0.951868
13	9008.jpg	7	1	0.809405
13	9040.jpg	7	9	0.771527
13	9592.jpg	7	7	2.173962
13	9042.jpg	7	7	1.234849
13	1274.jpg	7	1	0.862616
13	1310.jpg	7	1	0.961411
13	3550.jpg	7	9	1.098777
13	9300.jpg	7	7	1.496449
13	9320.jpg	7	7	2.126091
13	9830.jpg	7	6	1.506955
13	9330.jpg	7	9	2.788661
13	9301.jpg	7	7	1.058376
