ParticipantNumber	Item	Block	Reponse	ReactionTime
28	9290.jpg	1	1	4.142950
28	9040.jpg	1	1	3.042415
28	1945.jpg	1	2	3.777966
28	9330.jpg	1	2	4.643902
28	2095.jpg	1	1	3.306291
28	9571.jpg	1	2	3.455821
28	3550.jpg	1	1	2.872709
28	9042.jpg	1	1	1.886523
28	1310.jpg	1	3	5.808585
28	2981.jpg	1	2	2.832273
28	9008.jpg	1	3	3.137649
28	1019.jpg	1	3	3.298171
28	1274.jpg	1	2	3.842460
28	9300.jpg	1	1	2.748342
28	9830.jpg	1	3	2.630070
28	9301.jpg	1	2	3.330767
28	9592.jpg	1	3	2.455606
28	9320.jpg	1	2	4.562536
28	2095.jpg	2	7	4.488627
28	9290.jpg	2	8	3.698438
28	1274.jpg	2	7	5.184016
28	3550.jpg	2	6	3.377067
28	9301.jpg	2	9	3.020538
28	2981.jpg	2	6	2.493886
28	9040.jpg	2	5	2.022129
28	9571.jpg	2	5	1.489846
28	9592.jpg	2	2	3.625835
28	1019.jpg	2	5	3.195423
28	9042.jpg	2	7	3.302569
28	9830.jpg	2	4	5.723296
28	1310.jpg	2	5	3.898276
28	9330.jpg	2	8	1.838846
28	1945.jpg	2	5	2.013591
28	9008.jpg	2	8	3.600340
28	9300.jpg	2	9	1.899520
28	9320.jpg	2	9	0.932389
28	9301.jpg	3	1	3.522616
28	1274.jpg	3	2	4.101682
28	1945.jpg	3	3	1.199318
28	9290.jpg	3	1	2.483280
28	9330.jpg	3	2	2.902685
28	9040.jpg	3	2	8.372463
28	3550.jpg	3	3	4.496981
28	9320.jpg	3	1	1.264601
28	1310.jpg	3	3	1.484134
28	2981.jpg	3	2	5.130186
28	9008.jpg	3	1	0.919581
28	1019.jpg	3	3	1.173798
28	9300.jpg	3	1	3.342977
28	2095.jpg	3	2	3.265772
28	9042.jpg	3	1	1.150457
28	9592.jpg	3	2	1.682728
28	9830.jpg	3	1	2.266873
28	9571.jpg	3	3	1.089698
28	1274.jpg	4	6	2.946358
28	9008.jpg	4	3	3.232148
28	9040.jpg	4	9	1.335360
28	1019.jpg	4	3	1.609765
28	2095.jpg	4	9	1.047834
28	9330.jpg	4	5	2.463366
28	1310.jpg	4	6	2.034497
28	9300.jpg	4	2	1.907444
28	9571.jpg	4	8	2.359349
28	9320.jpg	4	2	1.281038
28	9290.jpg	4	3	3.316508
28	3550.jpg	4	9	1.236932
28	2981.jpg	4	6	1.579407
28	1945.jpg	4	2	3.662657
28	9042.jpg	4	6	1.498519
28	9301.jpg	4	3	1.573133
28	9830.jpg	4	2	1.285334
28	9592.jpg	4	3	3.970503
28	2981.jpg	5	5	5.858506
28	9330.jpg	5	8	2.838926
28	2095.jpg	5	2	2.002609
28	9300.jpg	5	5	2.681198
28	3550.jpg	5	1	1.517439
28	9290.jpg	5	8	1.630839
28	9830.jpg	5	2	1.323658
28	9320.jpg	5	7	2.636996
28	1019.jpg	5	9	2.990190
28	1274.jpg	5	2	1.617988
28	9571.jpg	5	1	1.370737
28	9042.jpg	5	5	2.428468
28	9008.jpg	5	3	1.977679
28	9301.jpg	5	2	1.174687
28	1310.jpg	5	8	2.547940
28	9592.jpg	5	1	1.251602
28	1945.jpg	5	9	1.902279
28	9040.jpg	5	9	1.108143
28	1310.jpg	6	3	3.082065
28	9040.jpg	6	8	2.052112
28	9592.jpg	6	2	1.315830
28	9571.jpg	6	9	1.513099
28	9008.jpg	6	2	1.190590
28	9330.jpg	6	7	2.618743
28	9320.jpg	6	1	1.280395
28	9290.jpg	6	4	2.023600
28	1945.jpg	6	4	2.779097
28	1274.jpg	6	6	2.223410
28	2981.jpg	6	5	4.409939
28	9301.jpg	6	2	0.991444
28	2095.jpg	6	1	1.867222
28	3550.jpg	6	3	3.393472
28	9042.jpg	6	1	1.446748
28	1019.jpg	6	4	3.434596
28	9830.jpg	6	1	1.879452
28	9300.jpg	6	1	0.687361
28	3550.jpg	7	9	2.459248
28	9830.jpg	7	6	2.054424
28	9592.jpg	7	2	1.304383
28	1274.jpg	7	1	1.493115
28	1019.jpg	7	1	0.967932
28	9008.jpg	7	1	2.303365
28	1310.jpg	7	1	1.041880
28	9042.jpg	7	6	1.868356
28	9330.jpg	7	6	2.724580
28	9571.jpg	7	2	1.941198
28	9320.jpg	7	1	0.890755
28	9301.jpg	7	1	0.589393
28	9300.jpg	7	1	0.736220
28	2981.jpg	7	1	2.491226
28	9290.jpg	7	7	1.533210
28	2095.jpg	7	9	1.329687
28	1945.jpg	7	2	1.112717
28	9040.jpg	7	8	2.818977
