ParticipantNumber	Item	Block	Reponse	ReactionTime
3	3550.jpg	1	3	6.003880
3	9301.jpg	1	2	4.078827
3	9008.jpg	1	4	4.753333
3	2095.jpg	1	2	4.121233
3	1274.jpg	1	2	4.049462
3	9330.jpg	1	5	7.968379
3	1945.jpg	1	3	2.683863
3	1019.jpg	1	4	2.713169
3	9830.jpg	1	4	6.968048
3	9042.jpg	1	2	1.918436
3	9592.jpg	1	5	2.850444
3	9290.jpg	1	4	2.172046
3	9300.jpg	1	3	1.875968
3	9320.jpg	1	4	3.086731
3	9040.jpg	1	2	5.636088
3	9571.jpg	1	3	2.169293
3	2981.jpg	1	2	2.762498
3	1310.jpg	1	4	2.501959
3	9300.jpg	2	8	9.556053
3	9008.jpg	2	7	2.369758
3	9290.jpg	2	9	2.767130
3	9592.jpg	2	1	2.592394
3	2981.jpg	2	7	1.824832
3	9571.jpg	2	7	1.314767
3	9330.jpg	2	8	1.541849
3	9320.jpg	2	6	1.441559
3	1945.jpg	2	5	2.200596
3	1274.jpg	2	6	1.816587
3	9830.jpg	2	7	2.386725
3	2095.jpg	2	3	2.240717
3	9301.jpg	2	9	1.376913
3	1019.jpg	2	3	2.178324
3	9042.jpg	2	8	1.316434
3	1310.jpg	2	4	2.164181
3	3550.jpg	2	7	2.465385
3	9040.jpg	2	7	4.019542
3	9301.jpg	3	6	3.770579
3	1945.jpg	3	2	1.959796
3	9300.jpg	3	6	2.759241
3	9320.jpg	3	6	1.347090
3	1274.jpg	3	7	2.016443
3	9040.jpg	3	9	2.271395
3	9592.jpg	3	1	1.537008
3	2095.jpg	3	9	1.235581
3	1310.jpg	3	4	3.019818
3	3550.jpg	3	9	2.798332
3	2981.jpg	3	8	1.334894
3	9330.jpg	3	7	2.664336
3	9830.jpg	3	5	1.544743
3	9008.jpg	3	3	2.401839
3	1019.jpg	3	2	1.415925
3	9290.jpg	3	8	1.714685
3	9571.jpg	3	6	4.392053
3	9042.jpg	3	9	2.652715
3	9008.jpg	4	1	3.572488
3	9320.jpg	4	3	2.297252
3	9330.jpg	4	7	2.359341
3	9571.jpg	4	6	1.222157
3	2981.jpg	4	8	1.593841
3	1019.jpg	4	1	1.589422
3	9300.jpg	4	4	1.687274
3	3550.jpg	4	9	1.282090
3	1274.jpg	4	8	1.497947
3	9040.jpg	4	7	2.332124
3	1310.jpg	4	8	2.369413
3	2095.jpg	4	4	2.259678
3	9290.jpg	4	7	1.509667
3	9830.jpg	4	7	2.965773
3	1945.jpg	4	1	1.608362
3	9592.jpg	4	1	1.315599
3	9301.jpg	4	3	2.358918
3	9042.jpg	4	9	1.424139
3	9040.jpg	5	9	2.528642
3	9042.jpg	5	1	1.606359
3	9301.jpg	5	6	1.681453
3	9320.jpg	5	6	1.230405
3	9008.jpg	5	5	2.148099
3	1274.jpg	5	3	1.768446
3	2095.jpg	5	9	1.621929
3	9300.jpg	5	4	1.862061
3	9330.jpg	5	8	2.141447
3	1310.jpg	5	9	1.709152
3	1945.jpg	5	6	2.000044
3	9592.jpg	5	4	2.423847
3	9571.jpg	5	1	1.961124
3	1019.jpg	5	6	3.463560
3	3550.jpg	5	3	2.335653
3	2981.jpg	5	9	1.264600
3	9290.jpg	5	8	1.410522
3	9830.jpg	5	1	1.619985
3	9301.jpg	6	1	2.142278
3	9290.jpg	6	7	3.945055
3	2981.jpg	6	1	2.366155
3	9571.jpg	6	9	1.477902
3	9592.jpg	6	1	1.014159
3	9042.jpg	6	1	1.139595
3	9330.jpg	6	8	1.258634
3	1274.jpg	6	1	1.539813
3	9320.jpg	6	1	1.068489
3	3550.jpg	6	4	1.830182
3	9040.jpg	6	1	1.271359
3	1945.jpg	6	1	2.170659
3	1019.jpg	6	1	1.162560
3	1310.jpg	6	1	1.470404
3	9300.jpg	6	1	1.323561
3	9830.jpg	6	1	1.276848
3	9008.jpg	6	1	1.460349
3	2095.jpg	6	2	2.992164
3	9290.jpg	7	9	1.698009
3	3550.jpg	7	9	1.286258
3	9330.jpg	7	9	1.696479
3	9300.jpg	7	2	1.678696
3	1019.jpg	7	4	4.036501
3	9320.jpg	7	2	0.941789
3	1310.jpg	7	4	1.048116
3	9301.jpg	7	2	1.120166
3	9040.jpg	7	9	1.612016
3	2981.jpg	7	8	1.516972
3	9830.jpg	7	7	1.812317
3	9008.jpg	7	1	1.239779
3	9571.jpg	7	6	1.668692
3	9042.jpg	7	9	1.576516
3	1945.jpg	7	4	1.650046
3	9592.jpg	7	7	1.528650
3	1274.jpg	7	1	1.527960
3	2095.jpg	7	9	1.365166
