ParticipantNumber	Item	Block	Reponse	ReactionTime
16	1945.jpg	1	7	12.664079
16	9290.jpg	1	5	5.212186
16	1019.jpg	1	6	9.363427
16	9830.jpg	1	3	4.910539
16	9300.jpg	1	1	1.931858
16	9571.jpg	1	5	4.182569
16	9042.jpg	1	3	5.912710
16	1274.jpg	1	5	7.431398
16	1310.jpg	1	5	6.679341
16	2981.jpg	1	4	4.204712
16	9330.jpg	1	4	7.426942
16	3550.jpg	1	5	4.557643
16	2095.jpg	1	4	5.074154
16	9592.jpg	1	4	3.279265
16	9008.jpg	1	4	5.446702
16	9320.jpg	1	3	1.520379
16	9301.jpg	1	3	2.301530
16	9040.jpg	1	2	2.814738
16	9320.jpg	2	3	5.145099
16	1945.jpg	2	1	11.190912
16	9040.jpg	2	6	7.941541
16	9290.jpg	2	6	10.988238
16	9042.jpg	2	4	4.211805
16	2095.jpg	2	2	5.015025
16	9301.jpg	2	7	3.100370
16	9830.jpg	2	7	5.242593
16	9571.jpg	2	7	5.054164
16	2981.jpg	2	4	2.243532
16	1274.jpg	2	1	2.102620
16	1310.jpg	2	3	1.753858
16	3550.jpg	2	1	3.903780
16	9300.jpg	2	8	2.778731
16	9592.jpg	2	2	2.230294
16	9330.jpg	2	5	2.059930
16	9008.jpg	2	6	2.108916
16	1019.jpg	2	1	1.321016
16	1019.jpg	3	9	2.865208
16	9320.jpg	3	1	5.811279
16	9330.jpg	3	9	3.924217
16	9571.jpg	3	4	10.027795
16	2981.jpg	3	7	4.319519
16	1945.jpg	3	9	2.335642
16	1274.jpg	3	2	3.868132
16	9830.jpg	3	1	4.679208
16	3550.jpg	3	9	1.644114
16	9300.jpg	3	5	2.205659
16	1310.jpg	3	9	1.222561
16	9290.jpg	3	5	2.649656
16	9592.jpg	3	1	1.645200
16	9008.jpg	3	5	1.441848
16	2095.jpg	3	1	3.614578
16	9042.jpg	3	7	2.009048
16	9040.jpg	3	1	1.768680
16	9301.jpg	3	1	3.817283
16	9830.jpg	4	5	4.331752
16	2981.jpg	4	3	3.383540
16	9040.jpg	4	6	5.978219
16	9320.jpg	4	1	1.143475
16	3550.jpg	4	5	1.918027
16	1310.jpg	4	4	2.466680
16	2095.jpg	4	1	1.525898
16	9300.jpg	4	7	1.650443
16	9592.jpg	4	4	2.177759
16	9042.jpg	4	5	2.121499
16	1019.jpg	4	4	5.888535
16	9290.jpg	4	1	1.340622
16	9571.jpg	4	1	2.286913
16	1945.jpg	4	1	1.940177
16	9008.jpg	4	3	1.434211
16	9301.jpg	4	5	1.587205
16	9330.jpg	4	5	1.823787
16	1274.jpg	4	1	1.059043
16	1945.jpg	5	9	2.258939
16	9042.jpg	5	1	4.960846
16	9290.jpg	5	3	3.238636
16	3550.jpg	5	1	1.592407
16	1019.jpg	5	9	1.330353
16	9330.jpg	5	2	4.008434
16	9592.jpg	5	1	1.525020
16	1310.jpg	5	9	1.033711
16	2981.jpg	5	9	1.424006
16	2095.jpg	5	1	1.499211
16	9008.jpg	5	5	1.657919
16	1274.jpg	5	2	2.127042
16	9830.jpg	5	1	1.713054
16	9571.jpg	5	2	1.323031
16	9320.jpg	5	1	1.514256
16	9040.jpg	5	1	2.102483
16	9301.jpg	5	1	1.375459
16	9300.jpg	5	1	1.418178
16	9290.jpg	6	5	3.544332
16	1274.jpg	6	1	1.747243
16	9592.jpg	6	5	4.742698
16	9300.jpg	6	1	1.140663
16	9830.jpg	6	5	1.663173
16	1310.jpg	6	1	2.060901
16	3550.jpg	6	2	1.436146
16	9040.jpg	6	1	0.861374
16	9330.jpg	6	8	1.688846
16	9301.jpg	6	1	3.115271
16	2095.jpg	6	1	0.799725
16	1945.jpg	6	2	1.445577
16	9571.jpg	6	8	3.040042
16	2981.jpg	6	3	2.216269
16	9008.jpg	6	1	1.154793
16	9320.jpg	6	1	0.851131
16	9042.jpg	6	1	0.968923
16	1019.jpg	6	2	1.083064
16	9290.jpg	7	9	4.685270
16	3550.jpg	7	9	0.934112
16	9301.jpg	7	7	2.002433
16	2981.jpg	7	7	1.169606
16	9042.jpg	7	7	1.985605
16	2095.jpg	7	8	2.906375
16	1310.jpg	7	3	1.372276
16	9571.jpg	7	5	1.857483
16	1019.jpg	7	3	1.428784
16	9008.jpg	7	2	1.301980
16	9330.jpg	7	7	1.879859
16	9040.jpg	7	6	1.826051
16	9592.jpg	7	7	2.616756
16	1274.jpg	7	3	2.226072
16	9830.jpg	7	5	2.704894
16	1945.jpg	7	1	2.519054
16	9300.jpg	7	3	1.443337
16	9320.jpg	7	2	0.820703
