ParticipantNumber	Item	Block	Reponse	ReactionTime
19	2095.jpg	1	1	3.512805
19	9571.jpg	1	1	1.199040
19	9301.jpg	1	1	3.832843
19	1274.jpg	1	3	4.358974
19	9008.jpg	1	1	4.613140
19	3550.jpg	1	2	3.224558
19	1019.jpg	1	3	6.201558
19	9040.jpg	1	1	1.815664
19	9830.jpg	1	4	4.680194
19	9320.jpg	1	1	3.078808
19	9592.jpg	1	4	4.817285
19	1945.jpg	1	3	4.721374
19	2981.jpg	1	2	5.380988
19	9290.jpg	1	3	5.496064
19	9330.jpg	1	3	3.533521
19	1310.jpg	1	3	3.778257
19	9042.jpg	1	1	2.367597
19	9300.jpg	1	2	3.575085
19	9008.jpg	2	8	8.254330
19	1274.jpg	2	5	5.384244
19	9290.jpg	2	3	7.233656
19	9042.jpg	2	8	4.900027
19	2981.jpg	2	6	3.625294
19	2095.jpg	2	5	7.418510
19	9830.jpg	2	4	4.189678
19	1945.jpg	2	7	3.552422
19	9301.jpg	2	9	1.953089
19	3550.jpg	2	6	2.693333
19	9040.jpg	2	8	1.949169
19	9571.jpg	2	9	6.312690
19	9330.jpg	2	6	3.173624
19	1019.jpg	2	5	4.915607
19	9592.jpg	2	3	4.327877
19	9320.jpg	2	7	1.845565
19	9300.jpg	2	6	4.236550
19	1310.jpg	2	4	2.983563
19	2981.jpg	3	7	8.850071
19	9320.jpg	3	7	3.834753
19	3550.jpg	3	6	5.005289
19	1310.jpg	3	4	2.966314
19	2095.jpg	3	6	2.121393
19	9042.jpg	3	8	8.283798
19	1945.jpg	3	8	1.362715
19	9330.jpg	3	3	5.250498
19	9571.jpg	3	9	1.818847
19	1019.jpg	3	4	16.704434
19	1274.jpg	3	2	11.558481
19	9300.jpg	3	7	2.806606
19	9040.jpg	3	9	1.505144
19	9592.jpg	3	2	3.008026
19	9830.jpg	3	2	3.652366
19	9290.jpg	3	3	1.841852
19	9301.jpg	3	7	1.791396
19	9008.jpg	3	8	5.008193
19	9571.jpg	4	9	3.060469
19	9592.jpg	4	2	1.899864
19	9320.jpg	4	3	4.487303
19	3550.jpg	4	5	7.761472
19	1274.jpg	4	3	3.298711
19	9008.jpg	4	1	2.901384
19	9290.jpg	4	3	2.749298
19	1310.jpg	4	2	4.507571
19	1019.jpg	4	2	2.208313
19	1945.jpg	4	2	2.623723
19	9300.jpg	4	2	1.779717
19	2981.jpg	4	4	3.045850
19	2095.jpg	4	4	3.150671
19	9040.jpg	4	5	3.959711
19	9830.jpg	4	2	1.421832
19	9330.jpg	4	3	1.828819
19	9301.jpg	4	2	2.418005
19	9042.jpg	4	5	2.850539
19	1274.jpg	5	1	5.392038
19	9830.jpg	5	1	3.108918
19	2981.jpg	5	3	2.681969
19	9008.jpg	5	1	4.580035
19	9040.jpg	5	9	3.481823
19	9320.jpg	5	7	3.285303
19	9300.jpg	5	6	1.595210
19	9301.jpg	5	7	5.142572
19	2095.jpg	5	7	4.789354
19	1019.jpg	5	6	3.604649
19	1310.jpg	5	6	2.741942
19	3550.jpg	5	1	2.188293
19	1945.jpg	5	4	2.300695
19	9592.jpg	5	1	1.449599
19	9042.jpg	5	1	1.828854
19	9290.jpg	5	5	3.696182
19	9330.jpg	5	6	3.626574
19	9571.jpg	5	1	1.810757
19	2981.jpg	6	1	4.935280
19	2095.jpg	6	2	2.808047
19	1274.jpg	6	1	1.040092
19	1310.jpg	6	1	3.426549
19	9301.jpg	6	1	1.826418
19	3550.jpg	6	1	1.228207
19	9040.jpg	6	1	1.123122
19	9571.jpg	6	9	2.206994
19	1019.jpg	6	1	1.013925
19	9592.jpg	6	1	1.014883
19	9008.jpg	6	1	0.760160
19	9330.jpg	6	6	1.834422
19	1945.jpg	6	1	0.915877
19	9830.jpg	6	1	0.809094
19	9320.jpg	6	1	0.586294
19	9042.jpg	6	1	0.690271
19	9290.jpg	6	2	1.610734
19	9300.jpg	6	1	0.662934
19	9571.jpg	7	4	3.251208
19	1019.jpg	7	5	2.561652
19	9290.jpg	7	9	1.600510
19	2981.jpg	7	7	1.973815
19	9040.jpg	7	9	1.057296
19	3550.jpg	7	9	1.110811
19	2095.jpg	7	9	1.109975
19	9330.jpg	7	9	1.173317
19	9300.jpg	7	6	2.005569
19	9042.jpg	7	7	1.203924
19	9592.jpg	7	5	4.628996
19	9008.jpg	7	6	2.041710
19	9320.jpg	7	6	1.917604
19	1274.jpg	7	5	2.046782
19	1945.jpg	7	5	1.610131
19	9301.jpg	7	6	1.147170
19	9830.jpg	7	7	1.389146
19	1310.jpg	7	6	1.370046
