ParticipantNumber	Item	Block	Reponse	ReactionTime
2	1310.jpg	1	2	3.347978
2	9042.jpg	1	1	5.006241
2	2095.jpg	1	1	1.685709
2	1274.jpg	1	4	2.014187
2	9320.jpg	1	2	1.856851
2	9592.jpg	1	2	1.927960
2	9571.jpg	1	1	1.919180
2	9290.jpg	1	2	1.953717
2	9008.jpg	1	3	2.244454
2	1945.jpg	1	5	3.266008
2	9301.jpg	1	1	1.366128
2	9300.jpg	1	1	1.220314
2	3550.jpg	1	1	1.260188
2	1019.jpg	1	3	2.909061
2	2981.jpg	1	2	1.634692
2	9330.jpg	1	6	2.693857
2	9040.jpg	1	3	3.293274
2	9830.jpg	1	4	2.034449
2	2095.jpg	2	5	3.409311
2	9040.jpg	2	4	2.888481
2	1945.jpg	2	5	2.727653
2	9290.jpg	2	7	3.032938
2	1274.jpg	2	3	1.613066
2	1019.jpg	2	3	2.174209
2	9830.jpg	2	5	1.750678
2	9301.jpg	2	8	3.307603
2	9008.jpg	2	7	1.428187
2	9571.jpg	2	6	2.083828
2	9592.jpg	2	3	2.237743
2	9300.jpg	2	8	1.662626
2	3550.jpg	2	8	1.385801
2	1310.jpg	2	6	2.100357
2	9042.jpg	2	5	2.538273
2	9330.jpg	2	3	2.276708
2	2981.jpg	2	4	4.308788
2	9320.jpg	2	5	3.765452
2	9320.jpg	3	2	1.727239
2	9042.jpg	3	7	1.540626
2	9330.jpg	3	2	2.992442
2	9830.jpg	3	1	1.447894
2	1019.jpg	3	6	2.214209
2	1274.jpg	3	3	1.726581
2	9301.jpg	3	3	4.136448
2	9592.jpg	3	6	2.143958
2	9290.jpg	3	2	3.171184
2	2981.jpg	3	5	1.861437
2	9300.jpg	3	3	1.745733
2	1310.jpg	3	6	2.038177
2	1945.jpg	3	7	1.324434
2	2095.jpg	3	3	3.723218
2	9571.jpg	3	2	2.307366
2	9040.jpg	3	5	2.515826
2	9008.jpg	3	3	1.421617
2	3550.jpg	3	8	2.107798
2	9571.jpg	4	4	2.851265
2	9300.jpg	4	2	1.577441
2	9040.jpg	4	3	3.186811
2	9830.jpg	4	3	1.717634
2	1310.jpg	4	8	2.431424
2	9290.jpg	4	2	1.604837
2	3550.jpg	4	9	1.325428
2	2095.jpg	4	5	1.781093
2	2981.jpg	4	8	1.569078
2	9042.jpg	4	4	2.485922
2	9330.jpg	4	1	1.569947
2	9592.jpg	4	6	2.113136
2	9301.jpg	4	2	1.388739
2	1019.jpg	4	8	5.707787
2	9320.jpg	4	1	1.548047
2	1274.jpg	4	6	1.601423
2	9008.jpg	4	2	1.484587
2	1945.jpg	4	6	3.017330
2	9571.jpg	5	1	2.599078
2	2095.jpg	5	3	2.174422
2	9592.jpg	5	1	2.323971
2	1274.jpg	5	1	1.576995
2	9040.jpg	5	9	1.537004
2	9008.jpg	5	7	2.869886
2	1019.jpg	5	8	2.073239
2	9330.jpg	5	1	1.261204
2	9290.jpg	5	1	1.134951
2	9301.jpg	5	1	1.116318
2	1945.jpg	5	8	1.258134
2	9320.jpg	5	1	0.651901
2	3550.jpg	5	1	1.067745
2	9300.jpg	5	1	0.820749
2	9042.jpg	5	3	3.364504
2	2981.jpg	5	7	3.077648
2	1310.jpg	5	9	0.730604
2	9830.jpg	5	1	1.502201
2	9301.jpg	6	1	1.721441
2	9830.jpg	6	1	0.781963
2	9592.jpg	6	1	0.649469
2	9320.jpg	6	1	0.501595
2	2095.jpg	6	1	0.652077
2	3550.jpg	6	1	0.935216
2	9330.jpg	6	1	0.769429
2	1274.jpg	6	1	0.443160
2	9300.jpg	6	1	0.656174
2	9571.jpg	6	6	2.470558
2	1019.jpg	6	1	1.432478
2	9290.jpg	6	1	0.440591
2	1945.jpg	6	1	0.818839
2	1310.jpg	6	1	0.628447
2	9008.jpg	6	1	0.482446
2	2981.jpg	6	1	0.449082
2	9040.jpg	6	1	0.613156
2	9042.jpg	6	1	0.427694
2	9300.jpg	7	1	1.246584
2	9290.jpg	7	8	3.546595
2	9040.jpg	7	8	1.464065
2	9008.jpg	7	1	1.080631
2	1019.jpg	7	3	1.798528
2	1310.jpg	7	3	1.437203
2	9301.jpg	7	1	0.639126
2	9830.jpg	7	6	1.787992
2	3550.jpg	7	9	1.758311
2	2981.jpg	7	9	0.788230
2	1945.jpg	7	4	1.396321
2	1274.jpg	7	2	1.246255
2	9042.jpg	7	8	1.934257
2	9571.jpg	7	6	2.217437
2	9330.jpg	7	9	1.498824
2	9320.jpg	7	1	0.971950
2	9592.jpg	7	6	1.648812
2	2095.jpg	7	8	1.434246
