ParticipantNumber	Item	Block	Reponse	ReactionTime
29	9830.jpg	1	3	6.109050
29	3550.jpg	1	1	4.308007
29	9300.jpg	1	2	2.706916
29	9571.jpg	1	1	2.364097
29	1310.jpg	1	2	2.236518
29	9290.jpg	1	3	4.174930
29	2981.jpg	1	1	2.546620
29	9320.jpg	1	3	2.752667
29	1945.jpg	1	3	4.771205
29	9008.jpg	1	3	3.113170
29	1019.jpg	1	4	5.216356
29	2095.jpg	1	2	5.699584
29	9330.jpg	1	3	3.290669
29	1274.jpg	1	4	3.732822
29	9592.jpg	1	4	5.317708
29	9040.jpg	1	1	2.397902
29	9042.jpg	1	1	4.978547
29	9301.jpg	1	2	3.257478
29	9008.jpg	2	6	9.353879
29	9040.jpg	2	9	1.915334
29	1945.jpg	2	5	7.446122
29	1019.jpg	2	4	8.977978
29	9042.jpg	2	9	4.037462
29	2981.jpg	2	9	1.369872
29	1274.jpg	2	4	6.501352
29	9592.jpg	2	3	5.433395
29	9320.jpg	2	4	5.133168
29	9290.jpg	2	7	5.131523
29	2095.jpg	2	2	6.427020
29	3550.jpg	2	9	1.946840
29	9300.jpg	2	8	3.467524
29	9301.jpg	2	8	1.566185
29	9330.jpg	2	8	3.092570
29	9830.jpg	2	4	6.548228
29	1310.jpg	2	7	4.883901
29	9571.jpg	2	9	1.781791
29	1310.jpg	3	4	13.151741
29	9830.jpg	3	1	3.566295
29	2095.jpg	3	4	8.276757
29	9290.jpg	3	6	9.380262
29	1945.jpg	3	1	5.233599
29	1019.jpg	3	1	2.109534
29	9300.jpg	3	2	7.542046
29	9040.jpg	3	9	5.448289
29	9042.jpg	3	8	1.931572
29	2981.jpg	3	9	2.093675
29	9008.jpg	3	2	6.298141
29	1274.jpg	3	1	1.111835
29	9301.jpg	3	2	1.245153
29	3550.jpg	3	9	1.194699
29	9571.jpg	3	9	0.979776
29	9592.jpg	3	1	5.664922
29	9330.jpg	3	7	3.623927
29	9320.jpg	3	5	6.657894
29	2095.jpg	4	6	10.301130
29	9008.jpg	4	1	2.582939
29	9592.jpg	4	1	4.799697
29	9290.jpg	4	1	7.798552
29	1019.jpg	4	7	4.305617
29	1310.jpg	4	8	3.621348
29	9300.jpg	4	1	2.364752
29	9830.jpg	4	1	0.880322
29	9040.jpg	4	9	2.569420
29	9571.jpg	4	9	1.800454
29	9320.jpg	4	1	2.417707
29	9301.jpg	4	1	3.313847
29	3550.jpg	4	9	1.130637
29	1274.jpg	4	5	7.131761
29	9330.jpg	4	3	7.900127
29	9042.jpg	4	8	1.485752
29	1945.jpg	4	5	3.030031
29	2981.jpg	4	9	1.543091
29	9592.jpg	5	1	11.347627
29	1274.jpg	5	6	5.504659
29	9330.jpg	5	9	3.618657
29	9042.jpg	5	1	3.977810
29	9320.jpg	5	5	5.467191
29	9300.jpg	5	5	3.922057
29	1019.jpg	5	9	7.310288
29	9830.jpg	5	1	1.317502
29	3550.jpg	5	1	4.642381
29	1945.jpg	5	9	1.265149
29	9571.jpg	5	1	4.911892
29	9290.jpg	5	9	1.178842
29	9008.jpg	5	9	3.521856
29	2095.jpg	5	7	4.239794
29	1310.jpg	5	9	1.889180
29	2981.jpg	5	8	6.363407
29	9301.jpg	5	6	3.281384
29	9040.jpg	5	9	1.424493
29	1310.jpg	6	2	8.268827
29	9300.jpg	6	1	2.591468
29	9301.jpg	6	1	1.201188
29	9320.jpg	6	1	0.777300
29	1274.jpg	6	1	3.584198
29	9040.jpg	6	2	4.113775
29	9592.jpg	6	1	2.165560
29	9008.jpg	6	1	1.167638
29	2095.jpg	6	1	1.826929
29	2981.jpg	6	1	1.841764
29	9571.jpg	6	9	1.912186
29	3550.jpg	6	1	1.628257
29	9042.jpg	6	1	1.139898
29	9290.jpg	6	3	3.224465
29	1945.jpg	6	1	5.164156
29	9330.jpg	6	7	3.690101
29	1019.jpg	6	2	3.636908
29	9830.jpg	6	1	1.363702
29	9040.jpg	7	9	4.487547
29	9301.jpg	7	1	2.804100
29	9830.jpg	7	5	5.045025
29	9330.jpg	7	4	3.428623
29	1945.jpg	7	1	2.447753
29	9571.jpg	7	8	3.388116
29	1019.jpg	7	1	1.710845
29	9042.jpg	7	6	3.952649
29	9300.jpg	7	1	1.389363
29	9320.jpg	7	1	0.701158
29	1274.jpg	7	1	1.544225
29	3550.jpg	7	7	3.323838
29	9592.jpg	7	8	2.154924
29	9008.jpg	7	1	1.308465
29	9290.jpg	7	6	1.989512
29	1310.jpg	7	6	3.019724
29	2981.jpg	7	8	1.963713
29	2095.jpg	7	9	1.233999
