ParticipantNumber	Item	Block	Reponse	ReactionTime
6	9301.jpg	1	5	9.328058
6	1945.jpg	1	4	6.247593
6	9330.jpg	1	7	6.350374
6	1310.jpg	1	4	7.406994
6	2095.jpg	1	5	5.711855
6	9040.jpg	1	3	6.250122
6	3550.jpg	1	3	3.762174
6	9300.jpg	1	6	1.672990
6	2981.jpg	1	2	2.440153
6	9008.jpg	1	6	3.445780
6	9592.jpg	1	5	3.985069
6	9042.jpg	1	1	3.018135
6	9830.jpg	1	6	3.045005
6	9571.jpg	1	4	3.133051
6	9290.jpg	1	6	3.499064
6	1274.jpg	1	5	2.875272
6	1019.jpg	1	6	8.522635
6	9320.jpg	1	3	4.760596
6	1019.jpg	2	7	10.441451
6	9042.jpg	2	9	4.612967
6	9301.jpg	2	6	2.940192
6	2981.jpg	2	7	5.169045
6	9330.jpg	2	4	2.530051
6	9830.jpg	2	3	1.510628
6	9008.jpg	2	5	3.092798
6	1274.jpg	2	4	1.201104
6	9571.jpg	2	5	5.699479
6	1945.jpg	2	6	2.494502
6	9592.jpg	2	6	1.394877
6	9300.jpg	2	5	1.726236
6	9290.jpg	2	3	2.062231
6	2095.jpg	2	6	1.244261
6	1310.jpg	2	8	1.736678
6	9320.jpg	2	9	2.088741
6	3550.jpg	2	9	1.057090
6	9040.jpg	2	9	0.920952
6	9571.jpg	3	5	4.978585
6	1274.jpg	3	3	2.606807
6	2981.jpg	3	8	1.404629
6	9301.jpg	3	6	1.635245
6	9320.jpg	3	6	3.341107
6	9042.jpg	3	9	0.989407
6	3550.jpg	3	9	0.822775
6	1945.jpg	3	5	1.550109
6	9008.jpg	3	4	1.198119
6	9040.jpg	3	8	1.438757
6	9300.jpg	3	6	1.394697
6	9330.jpg	3	2	2.314497
6	9592.jpg	3	5	1.623257
6	2095.jpg	3	3	1.360077
6	1019.jpg	3	2	2.473807
6	1310.jpg	3	8	2.574141
6	9290.jpg	3	4	1.922827
6	9830.jpg	3	3	1.194199
6	9320.jpg	4	3	11.315874
6	2095.jpg	4	6	1.711781
6	9008.jpg	4	3	1.253727
6	9042.jpg	4	9	0.930351
6	9040.jpg	4	8	1.227039
6	1274.jpg	4	2	4.982592
6	9592.jpg	4	4	2.988851
6	1945.jpg	4	3	3.403713
6	9830.jpg	4	2	2.328719
6	1019.jpg	4	4	4.699884
6	9300.jpg	4	3	1.229326
6	3550.jpg	4	8	1.515587
6	9290.jpg	4	2	1.208572
6	9330.jpg	4	2	1.156870
6	2981.jpg	4	7	1.646495
6	9571.jpg	4	6	1.189056
6	9301.jpg	4	2	1.265056
6	1310.jpg	4	8	1.750861
6	2981.jpg	5	8	9.770349
6	9300.jpg	5	8	3.608939
6	9042.jpg	5	9	1.846666
6	3550.jpg	5	3	1.668339
6	1274.jpg	5	5	2.117535
6	1945.jpg	5	8	2.176592
6	9008.jpg	5	5	1.714892
6	9330.jpg	5	3	5.952711
6	9592.jpg	5	1	2.800623
6	9320.jpg	5	5	1.411765
6	9301.jpg	5	4	2.257919
6	2095.jpg	5	1	2.716337
6	9830.jpg	5	2	2.675382
6	1310.jpg	5	8	1.335872
6	9040.jpg	5	9	1.534250
6	9571.jpg	5	1	3.051321
6	1019.jpg	5	5	1.292196
6	9290.jpg	5	3	1.999657
6	1310.jpg	6	1	1.729551
6	9301.jpg	6	2	3.821391
6	9008.jpg	6	1	1.322212
6	2095.jpg	6	1	1.455034
6	9040.jpg	6	1	4.038721
6	9320.jpg	6	2	1.292776
6	9300.jpg	6	2	1.622390
6	9571.jpg	6	4	4.088408
6	9330.jpg	6	4	3.082542
6	1274.jpg	6	1	1.149399
6	9290.jpg	6	2	2.329737
6	9042.jpg	6	3	11.012698
6	9830.jpg	6	2	3.494636
6	9592.jpg	6	1	1.636651
6	3550.jpg	6	1	2.689777
6	1945.jpg	6	1	1.976791
6	1019.jpg	6	1	1.506105
6	2981.jpg	6	3	1.488240
6	9330.jpg	7	8	3.778835
6	1019.jpg	7	1	4.254006
6	9300.jpg	7	9	3.071777
6	9008.jpg	7	2	6.412064
6	9301.jpg	7	6	3.781451
6	9571.jpg	7	2	2.619809
6	9290.jpg	7	7	2.092839
6	1945.jpg	7	1	1.093361
6	9592.jpg	7	5	1.818570
6	9040.jpg	7	7	2.563332
6	1274.jpg	7	1	0.870592
6	9830.jpg	7	9	1.764246
6	3550.jpg	7	7	3.296486
6	2095.jpg	7	6	5.439930
6	9042.jpg	7	8	3.024255
6	9320.jpg	7	4	5.854185
6	1310.jpg	7	1	1.512343
6	2981.jpg	7	4	4.816759
