ParticipantNumber	Item	Block	Reponse	ReactionTime
12	9301.jpg	1	1	4.216275
12	9008.jpg	1	3	4.077217
12	9042.jpg	1	4	5.636631
12	9830.jpg	1	4	7.460373
12	9300.jpg	1	3	2.008564
12	1945.jpg	1	5	2.932709
12	2095.jpg	1	4	3.422412
12	2981.jpg	1	5	2.751788
12	9330.jpg	1	4	3.046497
12	9040.jpg	1	3	2.450417
12	9571.jpg	1	2	2.209037
12	3550.jpg	1	4	2.572897
12	9290.jpg	1	5	2.429857
12	1310.jpg	1	4	1.687460
12	1274.jpg	1	5	6.813928
12	9320.jpg	1	4	2.163293
12	9592.jpg	1	5	3.170376
12	1019.jpg	1	4	2.694345
12	9040.jpg	2	4	5.578477
12	3550.jpg	2	4	2.467984
12	9830.jpg	2	3	2.287272
12	9571.jpg	2	5	1.082185
12	1274.jpg	2	4	1.677208
12	9320.jpg	2	6	0.819115
12	1310.jpg	2	5	1.811088
12	9008.jpg	2	7	1.316000
12	1019.jpg	2	5	1.275143
12	9042.jpg	2	5	1.422293
12	9592.jpg	2	4	1.156612
12	9301.jpg	2	8	1.228614
12	9300.jpg	2	8	1.094593
12	2095.jpg	2	5	1.301271
12	1945.jpg	2	2	3.585317
12	9290.jpg	2	4	1.856845
12	2981.jpg	2	4	1.825525
12	9330.jpg	2	3	1.898641
12	3550.jpg	3	8	1.472413
12	1310.jpg	3	7	1.012338
12	9290.jpg	3	3	1.289935
12	9571.jpg	3	6	2.068349
12	9042.jpg	3	5	1.303850
12	1274.jpg	3	3	1.353268
12	9008.jpg	3	2	1.202231
12	9040.jpg	3	6	1.995561
12	2095.jpg	3	6	1.186339
12	9300.jpg	3	5	2.088862
12	1945.jpg	3	5	1.141495
12	9320.jpg	3	6	0.781316
12	9301.jpg	3	4	2.324511
12	2981.jpg	3	5	2.495803
12	9330.jpg	3	6	1.630568
12	9830.jpg	3	6	1.143925
12	1019.jpg	3	5	1.372493
12	9592.jpg	3	3	1.673397
12	1310.jpg	4	6	2.416158
12	9330.jpg	4	6	1.521256
12	9830.jpg	4	6	1.268841
12	9571.jpg	4	4	2.500120
12	1945.jpg	4	3	0.893924
12	9290.jpg	4	3	1.335040
12	9301.jpg	4	7	2.096874
12	2095.jpg	4	3	3.228959
12	2981.jpg	4	4	2.187206
12	9300.jpg	4	5	1.680279
12	9042.jpg	4	4	3.120276
12	1019.jpg	4	5	1.450701
12	9008.jpg	4	2	1.583718
12	9040.jpg	4	6	2.630369
12	9320.jpg	4	5	1.345109
12	9592.jpg	4	4	1.621954
12	3550.jpg	4	7	1.561263
12	1274.jpg	4	5	2.266536
12	9571.jpg	5	3	1.769686
12	9300.jpg	5	5	1.315322
12	9830.jpg	5	4	1.838084
12	9042.jpg	5	4	3.600187
12	9290.jpg	5	5	1.775290
12	9592.jpg	5	3	1.587802
12	9301.jpg	5	7	1.812807
12	1945.jpg	5	6	1.699470
12	2095.jpg	5	5	1.900516
12	9330.jpg	5	6	1.694999
12	9320.jpg	5	7	0.853398
12	1019.jpg	5	7	1.948447
12	2981.jpg	5	7	1.644896
12	9040.jpg	5	8	1.124011
12	3550.jpg	5	3	1.299247
12	1274.jpg	5	4	2.387864
12	9008.jpg	5	4	1.507871
12	1310.jpg	5	7	2.040417
12	9008.jpg	6	3	2.101292
12	1945.jpg	6	6	1.894415
12	9830.jpg	6	3	2.344851
12	2095.jpg	6	2	2.371383
12	2981.jpg	6	3	1.630224
12	1274.jpg	6	2	1.678958
12	9330.jpg	6	4	1.548120
12	9040.jpg	6	4	1.880242
12	9042.jpg	6	2	1.229238
12	9300.jpg	6	1	1.697973
12	3550.jpg	6	5	1.729901
12	9301.jpg	6	1	0.841008
12	9320.jpg	6	1	0.734591
12	1310.jpg	6	5	1.253957
12	9290.jpg	6	3	1.404888
12	1019.jpg	6	2	1.552763
12	9592.jpg	6	3	2.483525
12	9571.jpg	6	7	2.005667
12	9830.jpg	7	8	1.897953
12	9330.jpg	7	8	0.773360
12	9592.jpg	7	6	1.886525
12	9571.jpg	7	7	0.990419
12	1274.jpg	7	5	1.879298
12	1945.jpg	7	3	1.919933
12	9320.jpg	7	4	1.388054
12	1019.jpg	7	3	1.931698
12	1310.jpg	7	3	0.878046
12	2981.jpg	7	4	1.637689
12	2095.jpg	7	8	1.807905
12	9290.jpg	7	7	1.591734
12	3550.jpg	7	8	1.646187
12	9040.jpg	7	9	0.749071
12	9008.jpg	7	7	3.080560
12	9301.jpg	7	6	4.870570
12	9042.jpg	7	5	1.747532
12	9300.jpg	7	4	2.429247
