ParticipantNumber	Item	Block	Reponse	ReactionTime
30	9301.jpg	1	1	3.658583
30	1945.jpg	1	1	1.167961
30	1310.jpg	1	2	7.230340
30	1019.jpg	1	1	1.166303
30	9042.jpg	1	1	2.940228
30	9008.jpg	1	4	4.429928
30	2981.jpg	1	2	3.514294
30	9592.jpg	1	3	2.575357
30	2095.jpg	1	4	9.690590
30	9320.jpg	1	1	1.577465
30	9571.jpg	1	1	1.064271
30	9040.jpg	1	2	2.897744
30	3550.jpg	1	4	2.192643
30	9290.jpg	1	5	1.739125
30	1274.jpg	1	2	1.700517
30	9330.jpg	1	5	1.907787
30	9830.jpg	1	6	1.442013
30	9300.jpg	1	1	0.980777
30	2981.jpg	2	6	9.087481
30	9301.jpg	2	9	0.746603
30	1310.jpg	2	2	3.628134
30	1945.jpg	2	9	1.033608
30	9330.jpg	2	3	6.894177
30	9042.jpg	2	3	2.949265
30	9040.jpg	2	1	2.099621
30	9300.jpg	2	9	0.979688
30	1274.jpg	2	1	1.774541
30	9571.jpg	2	1	0.916724
30	3550.jpg	2	3	6.491096
30	9592.jpg	2	1	2.563207
30	9320.jpg	2	9	1.286291
30	1019.jpg	2	9	0.581124
30	9830.jpg	2	5	4.832720
30	9008.jpg	2	5	1.004382
30	9290.jpg	2	4	2.795000
30	2095.jpg	2	1	2.276542
30	1945.jpg	3	9	6.959670
30	9592.jpg	3	1	3.202628
30	2095.jpg	3	5	2.519997
30	3550.jpg	3	6	6.667258
30	9571.jpg	3	5	3.333270
30	2981.jpg	3	9	2.010303
30	1310.jpg	3	6	2.052232
30	9830.jpg	3	1	1.591787
30	9040.jpg	3	7	1.818805
30	9042.jpg	3	7	1.472960
30	1019.jpg	3	9	1.694832
30	9290.jpg	3	1	2.897060
30	9300.jpg	3	4	4.488457
30	1274.jpg	3	1	1.761610
30	9301.jpg	3	8	3.320817
30	9330.jpg	3	6	7.581148
30	9008.jpg	3	1	1.497957
30	9320.jpg	3	7	1.573255
30	1310.jpg	4	2	3.303648
30	1274.jpg	4	3	4.183108
30	9301.jpg	4	7	1.878327
30	3550.jpg	4	7	2.071867
30	1945.jpg	4	9	0.646449
30	9571.jpg	4	5	1.784290
30	2981.jpg	4	5	2.621417
30	9300.jpg	4	7	3.535638
30	9008.jpg	4	1	3.796819
30	9290.jpg	4	1	1.802911
30	9320.jpg	4	6	1.811111
30	9592.jpg	4	2	2.210250
30	9330.jpg	4	2	2.429484
30	9830.jpg	4	6	1.272355
30	9040.jpg	4	9	0.946160
30	9042.jpg	4	7	1.649136
30	1019.jpg	4	9	0.601061
30	2095.jpg	4	3	3.452990
30	9301.jpg	5	9	0.851529
30	9571.jpg	5	4	1.757616
30	1274.jpg	5	1	2.437547
30	9320.jpg	5	9	0.796201
30	9040.jpg	5	9	1.136467
30	9290.jpg	5	6	2.717571
30	9008.jpg	5	9	1.291602
30	2981.jpg	5	4	3.194984
30	2095.jpg	5	1	2.302978
30	9592.jpg	5	1	1.194989
30	9830.jpg	5	1	1.862627
30	9300.jpg	5	9	0.813399
30	9330.jpg	5	7	1.418847
30	1945.jpg	5	1	1.936244
30	1310.jpg	5	9	1.214997
30	3550.jpg	5	1	1.439217
30	1019.jpg	5	9	0.320884
30	9042.jpg	5	1	2.394429
30	1310.jpg	6	1	2.299111
30	1019.jpg	6	1	1.343043
30	9320.jpg	6	1	0.643797
30	3550.jpg	6	1	0.696543
30	1945.jpg	6	1	1.189235
30	9330.jpg	6	1	0.627820
30	9830.jpg	6	1	0.401867
30	2095.jpg	6	1	0.452518
30	9571.jpg	6	1	0.616506
30	9592.jpg	6	1	0.768790
30	1274.jpg	6	1	0.974777
30	9301.jpg	6	1	0.870583
30	9042.jpg	6	1	1.007616
30	9290.jpg	6	1	0.663773
30	9040.jpg	6	1	1.045619
30	2981.jpg	6	5	3.390635
30	9008.jpg	6	1	0.743179
30	9300.jpg	6	1	0.450205
30	9830.jpg	7	9	2.501549
30	1310.jpg	7	1	1.260089
30	9301.jpg	7	9	1.496768
30	1274.jpg	7	1	1.972154
30	2095.jpg	7	2	2.745335
30	9300.jpg	7	9	0.778237
30	2981.jpg	7	9	1.264604
30	9040.jpg	7	7	1.180238
30	9320.jpg	7	8	0.929766
30	9290.jpg	7	8	1.270505
30	9592.jpg	7	6	2.549321
30	9330.jpg	7	7	2.407514
30	1945.jpg	7	1	1.664923
30	9571.jpg	7	9	1.425182
30	9008.jpg	7	1	1.715309
30	3550.jpg	7	8	1.474064
30	9042.jpg	7	1	2.169442
30	1019.jpg	7	5	11.863120
