ParticipantNumber	Item	Block	Reponse	ReactionTime
27	2981.jpg	1	9	4.287291
27	9320.jpg	1	9	2.032141
27	9592.jpg	1	5	6.731774
27	9300.jpg	1	9	2.797761
27	9830.jpg	1	7	3.098611
27	2095.jpg	1	8	5.849773
27	9040.jpg	1	9	4.923399
27	9301.jpg	1	8	2.318686
27	9290.jpg	1	2	16.969700
27	9008.jpg	1	1	2.320452
27	3550.jpg	1	3	3.621521
27	1310.jpg	1	4	5.918923
27	1019.jpg	1	5	5.239348
27	9571.jpg	1	3	3.188292
27	9042.jpg	1	3	4.632693
27	1945.jpg	1	5	2.787384
27	1274.jpg	1	5	1.865481
27	9330.jpg	1	5	4.410357
27	9592.jpg	2	2	10.473153
27	9042.jpg	2	6	3.598691
27	1310.jpg	2	4	8.843481
27	9330.jpg	2	3	6.068887
27	9830.jpg	2	5	8.059800
27	9571.jpg	2	2	3.893871
27	9301.jpg	2	1	0.570425
27	9320.jpg	2	1	0.668398
27	9040.jpg	2	9	7.422118
27	1945.jpg	2	5	4.456858
27	3550.jpg	2	7	8.897310
27	2981.jpg	2	8	2.040794
27	1019.jpg	2	6	8.422402
27	9300.jpg	2	8	6.806439
27	9008.jpg	2	8	4.510598
27	9290.jpg	2	4	3.271757
27	1274.jpg	2	5	2.510898
27	2095.jpg	2	2	13.931704
27	1019.jpg	3	4	10.371316
27	9330.jpg	3	3	7.984634
27	9301.jpg	3	2	7.798900
27	3550.jpg	3	2	9.023262
27	9040.jpg	3	2	3.346382
27	9300.jpg	3	2	1.337444
27	2095.jpg	3	3	4.507978
27	9571.jpg	3	2	4.144049
27	1945.jpg	3	3	9.694978
27	1310.jpg	3	2	3.840417
27	9592.jpg	3	4	5.170860
27	9042.jpg	3	2	2.128868
27	9008.jpg	3	2	2.298215
27	1274.jpg	3	4	2.861158
27	9830.jpg	3	2	3.057326
27	9320.jpg	3	2	1.939227
27	2981.jpg	3	3	4.422653
27	9290.jpg	3	4	2.329839
27	3550.jpg	4	5	8.206317
27	1945.jpg	4	2	6.309226
27	2095.jpg	4	2	4.216650
27	9592.jpg	4	1	2.501913
27	9040.jpg	4	5	7.585898
27	2981.jpg	4	6	3.811672
27	1274.jpg	4	7	2.811928
27	1019.jpg	4	3	15.498780
27	1310.jpg	4	5	12.467374
27	9830.jpg	4	1	6.310970
27	9320.jpg	4	1	2.678491
27	9290.jpg	4	1	2.046007
27	9301.jpg	4	1	2.867570
27	9330.jpg	4	1	1.528722
27	9300.jpg	4	1	1.895659
27	9042.jpg	4	5	3.965365
27	9008.jpg	4	1	3.959911
27	9571.jpg	4	4	2.606280
27	9300.jpg	5	1	5.770027
27	9290.jpg	5	4	8.838767
27	9040.jpg	5	8	7.579484
27	9571.jpg	5	1	4.083961
27	1310.jpg	5	6	4.709020
27	1945.jpg	5	6	1.953078
27	9592.jpg	5	1	4.749240
27	2095.jpg	5	1	2.154635
27	9301.jpg	5	1	2.628507
27	1274.jpg	5	1	1.755633
27	9320.jpg	5	1	1.630738
27	9830.jpg	5	1	1.756573
27	9008.jpg	5	1	1.416724
27	9042.jpg	5	1	1.320276
27	3550.jpg	5	1	2.605435
27	9330.jpg	5	1	3.081926
27	1019.jpg	5	5	2.198374
27	2981.jpg	5	1	4.709764
27	9830.jpg	6	1	1.422213
27	9330.jpg	6	1	4.439591
27	3550.jpg	6	1	1.025082
27	1310.jpg	6	1	1.402569
27	2095.jpg	6	1	1.838725
27	1274.jpg	6	1	7.347965
27	9040.jpg	6	1	1.234861
27	9571.jpg	6	7	6.778316
27	9301.jpg	6	1	0.913679
27	9008.jpg	6	1	0.680725
27	9592.jpg	6	1	0.967305
27	9300.jpg	6	1	0.724580
27	1019.jpg	6	1	3.128972
27	9290.jpg	6	1	1.123906
27	1945.jpg	6	1	1.453305
27	9042.jpg	6	1	0.930529
27	2981.jpg	6	1	1.126395
27	9320.jpg	6	1	0.676163
27	9042.jpg	7	8	12.819308
27	9830.jpg	7	2	3.547462
27	1310.jpg	7	1	1.458309
27	9571.jpg	7	5	4.246717
27	9300.jpg	7	1	3.470283
27	1945.jpg	7	1	2.579277
27	9320.jpg	7	1	0.701072
27	9040.jpg	7	9	3.743152
27	9330.jpg	7	8	2.127455
27	1019.jpg	7	1	1.437328
27	9301.jpg	7	1	1.223704
27	9592.jpg	7	1	1.712542
27	2095.jpg	7	6	2.988235
27	9008.jpg	7	1	1.270353
27	3550.jpg	7	8	5.797488
27	1274.jpg	7	1	2.270945
27	9290.jpg	7	8	1.897597
27	2981.jpg	7	1	1.374229
