ECOsub3 [07-2012]
  8   0   0
 23   2   1   1 LEEHRAMT
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0   ubajec   0  -1   0   0  16  10   1  15   7 -1  -1  -1
  1  molkate   0  -1   0   0   4   0  19  12   6 -1  -1  -1
  2  sleshen   0  -1   0   0  13   2  11  17  21 -1  -1  -1
  3  permife   0  -1   0   0   8  24   9  20   5 -1  -1  -1
  4   nalber   0  -1   0   0  14  23  22   3  18 -1  -1  -1
  5  kiwehon   0  -1   0   0  18  20   1  17  24 -1  -1  -1
  6   schese   0  -1   0   1  19   7  23  16  14 -1  -1  -1
  7    medan   0  -1   0   1   4  10  21   2   0 -1  -1  -1
  8   botuyn   0  -1   0   1  22   9  13  12   5 -1  -1  -1
  9  umeuken   0  -1   0   1   3  11   8   6  15 -1  -1  -1
 10  furasti   0  -1   0   1  12   5   8  11   1 -1  -1  -1
 11    botsy   0  -1   0   1   6   4  19   2   3 -1  -1  -1
 12  laumens   0  -1   1   0  16  18   9  20   5 -1  -1  -1
 13    frask   0  -1   1   0  22  13  23   1  17 -1  -1  -1
 14   jaciyn   0  -1   1   0   7  21   2  15  19 -1  -1  -1
 15  pimuide   0  -1   1   0  14   6   4  11  12 -1  -1  -1
 16   uwimor   0  -1   1   0  24   8  10   0   3 -1  -1  -1
 17  hilejin   0  -1   1   0  14   9  10  16   1 -1  -1  -1
 18  larnist   0  -1   1   1  24   3  12  22   7 -1  -1  -1
 19    noste   0  -1   1   1  20  19  17  11   6 -1  -1  -1
 20   hiwawa   0  -1   1   1   0   8   2  23  13 -1  -1  -1
 21    obacu   0  -1   1   1  18   5  15   4  21 -1  -1  -1
 22    yosud   0  -1   1   1  15  13   3  10  23 -1  -1  -1
 23    tewok   0  -1   1   1   5  20  14   7  17 -1  -1  -1
CSs
positiv, cs, Liste[positiv*5+cs].wort, fn
  0   0 ubajec 
  0   1 molkate 
  0   2 sleshen 
  0   3 permife 
  0   4 nalber 
  1   0 kiwehon 
  1   1 schese 
  1   2 medan 
  1   3 botuyn 
  1   4 umeuken 
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 ubajec   0   0  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  0 ubajec   0   1  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  0 ubajec   0   2   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  0 ubajec   0   3  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  0 ubajec   0   4   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  1 molkate   0   0   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  1 molkate   0   1   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  1 molkate   0   2  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  1 molkate   0   3  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  1 molkate   0   4   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  2 sleshen   0   0  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  2 sleshen   0   1   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  2 sleshen   0   2  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  2 sleshen   0   3  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  2 sleshen   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  3 permife   0   0   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  3 permife   0   1  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  3 permife   0   2   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  3 permife   0   3  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  3 permife   0   4   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  4 nalber   0   0  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  4 nalber   0   1  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  4 nalber   0   2  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  4 nalber   0   3   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  4 nalber   0   4  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  5 kiwehon   0   0  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  5 kiwehon   0   1  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  5 kiwehon   0   2   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  5 kiwehon   0   3  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  5 kiwehon   0   4  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  6 schese   0   0  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  6 schese   0   1   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  6 schese   0   2  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  6 schese   0   3  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  6 schese   0   4  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  7 medan   0   0   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  7 medan   0   1  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  7 medan   0   2  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  7 medan   0   3   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  7 medan   0   4   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  8 botuyn   0   0  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  8 botuyn   0   1   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  8 botuyn   0   2  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  8 botuyn   0   3  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  8 botuyn   0   4   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  9 umeuken   0   0   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  9 umeuken   0   1  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  9 umeuken   0   2   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  9 umeuken   0   3   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  9 umeuken   0   4  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
 10 furasti   0   0  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
 10 furasti   0   1   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
 10 furasti   0   2   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
 10 furasti   0   3  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
 10 furasti   0   4   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
 11 botsy   0   0   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
 11 botsy   0   1   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
 11 botsy   0   2  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
 11 botsy   0   3   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
 11 botsy   0   4   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
 12 laumens   1   0  16 c:\stim\ecopd1\bild/pos (17)s (Large).bmp
 12 laumens   1   1  18 c:\stim\ecopd1\bild/pos (19)s (Large).bmp
 12 laumens   1   2   9 c:\stim\ecopd1\bild/pos (10)s (Large).bmp
 12 laumens   1   3  20 c:\stim\ecopd1\bild/pos (21)s (Large).bmp
 12 laumens   1   4   5 c:\stim\ecopd1\bild/pos (6)s (Large).bmp
 13 frask   1   0  22 c:\stim\ecopd1\bild/pos (23)s (Large).bmp
 13 frask   1   1  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 13 frask   1   2  23 c:\stim\ecopd1\bild/pos (24)s (Large).bmp
 13 frask   1   3   1 c:\stim\ecopd1\bild/pos (2)s (Large).bmp
 13 frask   1   4  17 c:\stim\ecopd1\bild/pos (18)s (Large).bmp
 14 jaciyn   1   0   7 c:\stim\ecopd1\bild/pos (8)s (Large).bmp
 14 jaciyn   1   1  21 c:\stim\ecopd1\bild/pos (22)s (Large).bmp
 14 jaciyn   1   2   2 c:\stim\ecopd1\bild/pos (3)s (Large).bmp
 14 jaciyn   1   3  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 14 jaciyn   1   4  19 c:\stim\ecopd1\bild/pos (20)s (Large).bmp
 15 pimuide   1   0  14 c:\stim\ecopd1\bild/pos (15)s (Large).bmp
 15 pimuide   1   1   6 c:\stim\ecopd1\bild/pos (7)s (Large).bmp
 15 pimuide   1   2   4 c:\stim\ecopd1\bild/pos (5)s (Large).bmp
 15 pimuide   1   3  11 c:\stim\ecopd1\bild/pos (12)s (Large).bmp
 15 pimuide   1   4  12 c:\stim\ecopd1\bild/pos (13)s (Large).bmp
 16 uwimor   1   0  24 c:\stim\ecopd1\bild/pos (25)s (Large).bmp
 16 uwimor   1   1   8 c:\stim\ecopd1\bild/pos (9)s (Large).bmp
 16 uwimor   1   2  10 c:\stim\ecopd1\bild/pos (11)s (Large).bmp
 16 uwimor   1   3   0 c:\stim\ecopd1\bild/pos (1)s (Large).bmp
 16 uwimor   1   4   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 17 hilejin   1   0  14 c:\stim\ecopd1\bild/pos (15)s (Large).bmp
 17 hilejin   1   1   9 c:\stim\ecopd1\bild/pos (10)s (Large).bmp
 17 hilejin   1   2  10 c:\stim\ecopd1\bild/pos (11)s (Large).bmp
 17 hilejin   1   3  16 c:\stim\ecopd1\bild/pos (17)s (Large).bmp
 17 hilejin   1   4   1 c:\stim\ecopd1\bild/pos (2)s (Large).bmp
 18 larnist   1   0  24 c:\stim\ecopd1\bild/pos (25)s (Large).bmp
 18 larnist   1   1   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 18 larnist   1   2  12 c:\stim\ecopd1\bild/pos (13)s (Large).bmp
 18 larnist   1   3  22 c:\stim\ecopd1\bild/pos (23)s (Large).bmp
 18 larnist   1   4   7 c:\stim\ecopd1\bild/pos (8)s (Large).bmp
 19 noste   1   0  20 c:\stim\ecopd1\bild/pos (21)s (Large).bmp
 19 noste   1   1  19 c:\stim\ecopd1\bild/pos (20)s (Large).bmp
 19 noste   1   2  17 c:\stim\ecopd1\bild/pos (18)s (Large).bmp
 19 noste   1   3  11 c:\stim\ecopd1\bild/pos (12)s (Large).bmp
 19 noste   1   4   6 c:\stim\ecopd1\bild/pos (7)s (Large).bmp
 20 hiwawa   1   0   0 c:\stim\ecopd1\bild/pos (1)s (Large).bmp
 20 hiwawa   1   1   8 c:\stim\ecopd1\bild/pos (9)s (Large).bmp
 20 hiwawa   1   2   2 c:\stim\ecopd1\bild/pos (3)s (Large).bmp
 20 hiwawa   1   3  23 c:\stim\ecopd1\bild/pos (24)s (Large).bmp
 20 hiwawa   1   4  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 21 obacu   1   0  18 c:\stim\ecopd1\bild/pos (19)s (Large).bmp
 21 obacu   1   1   5 c:\stim\ecopd1\bild/pos (6)s (Large).bmp
 21 obacu   1   2  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 21 obacu   1   3   4 c:\stim\ecopd1\bild/pos (5)s (Large).bmp
 21 obacu   1   4  21 c:\stim\ecopd1\bild/pos (22)s (Large).bmp
 22 yosud   1   0  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 22 yosud   1   1  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 22 yosud   1   2   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 22 yosud   1   3  10 c:\stim\ecopd1\bild/pos (11)s (Large).bmp
