"CS","Correct"
"Aero02.jpg",0.5
"Aero03.jpg",0.05
"Aero04.jpg",0.266666666666667
"Aero05.jpg",0.05
"Aero06.jpg",0.375
"Aero07.jpg",0.4
"Aero08.jpg",0.6
"Water1.jpg",0.1
"Water2.jpg",0.1
"Water3.jpg",0.1
"Water4.jpg",0.1
"Water5.jpg",0.15
"Water6.jpg",0.1
"Water7.jpg",0.1
"Water8.jpg",0
