"CS","Correct"
"Aero01.jpg",0.5
"Aero02.jpg",0.5
"Aero03.jpg",0.45
"Aero04.jpg",0.45
"Aero05.jpg",0.1
"Aero06.jpg",0.4
"Aero07.jpg",0.45
"Aero08.jpg",0.1
"Water1.jpg",0.4
"Water2.jpg",0.35
"Water3.jpg",0.7
"Water4.jpg",0.25
"Water5.jpg",0.2
"Water6.jpg",0.2
"Water7.jpg",0.4
"Water8.jpg",0.4
