"CS","Correct"
"Aero01.jpg",0.375
"Aero02.jpg",0.1875
"Aero03.jpg",0.375
"Aero04.jpg",0.4375
"Aero05.jpg",0.375
"Aero06.jpg",0.375
"Aero07.jpg",0.1875
"Aero08.jpg",0.375
"Water1.jpg",0.1875
"Water2.jpg",0.3125
"Water3.jpg",0.375
"Water4.jpg",0.25
"Water5.jpg",0.125
"Water6.jpg",0.125
"Water7.jpg",0.375
"Water8.jpg",0.125
