"CS","Correct"
"Aero01.jpg",0.45
"Aero02.jpg",0.2
"Aero03.jpg",0.15
"Aero04.jpg",0.25
"Aero05.jpg",0.15
"Aero06.jpg",0.5
"Aero07.jpg",0.25
"Aero08.jpg",0.2
"Water1.jpg",0.15
"Water2.jpg",0.1
"Water3.jpg",0.25
"Water4.jpg",0.1
"Water5.jpg",0.1
"Water6.jpg",0.05
"Water7.jpg",0
"Water8.jpg",0.15
