ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
24	100	11.226000	40.png	1	Lehrelaptop2	2016-03-31_16.22.58.877000
24	160	10.881000	5.png	2	Lehrelaptop2	2016-03-31_16.22.58.877000
24	120	4.469000	8.png	3	Lehrelaptop2	2016-03-31_16.22.58.877000
24	150	5.575000	42.png	4	Lehrelaptop2	2016-03-31_16.22.58.877000
24	90	4.685000	3.png	5	Lehrelaptop2	2016-03-31_16.22.58.877000
24	31	3.890000	53.png	6	Lehrelaptop2	2016-03-31_16.22.58.877000
24	61	3.882000	15.png	7	Lehrelaptop2	2016-03-31_16.22.58.877000
24	151	4.953000	52.png	8	Lehrelaptop2	2016-03-31_16.22.58.877000
24	119	3.817000	20.png	9	Lehrelaptop2	2016-03-31_16.22.58.877000
24	100	3.389000	55.png	10	Lehrelaptop2	2016-03-31_16.22.58.877000
24	19	6.514000	54.png	11	Lehrelaptop2	2016-03-31_16.22.58.877000
24	70	6.050000	14.png	12	Lehrelaptop2	2016-03-31_16.22.58.877000
24	69	5.002000	22.png	13	Lehrelaptop2	2016-03-31_16.22.58.877000
24	50	4.005000	28.png	14	Lehrelaptop2	2016-03-31_16.22.58.877000
24	109	3.565000	33.png	15	Lehrelaptop2	2016-03-31_16.22.58.877000
24	180	4.738000	6.png	16	Lehrelaptop2	2016-03-31_16.22.58.877000
24	40	6.059000	50.png	17	Lehrelaptop2	2016-03-31_16.22.58.877000
24	90	4.565000	51.png	18	Lehrelaptop2	2016-03-31_16.22.58.877000
24	169	4.071000	7.png	19	Lehrelaptop2	2016-03-31_16.22.58.877000
24	140	4.887000	43.png	20	Lehrelaptop2	2016-03-31_16.22.58.877000
24	49	3.770000	27.png	21	Lehrelaptop2	2016-03-31_16.22.58.877000
24	180	4.951000	56.png	22	Lehrelaptop2	2016-03-31_16.22.58.877000
24	90	5.980000	1.png	23	Lehrelaptop2	2016-03-31_16.22.58.877000
24	119	2.908000	4.png	24	Lehrelaptop2	2016-03-31_16.22.58.877000
