ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
16	94	14.020000	50.png	1	Lehrelaptop2	2016-03-31_14.47.08.302000
16	118	8.651000	6.png	2	Lehrelaptop2	2016-03-31_14.47.08.302000
16	132	5.276000	14.png	3	Lehrelaptop2	2016-03-31_14.47.08.302000
16	124	4.108000	1.png	4	Lehrelaptop2	2016-03-31_14.47.08.302000
16	126	3.938000	51.png	5	Lehrelaptop2	2016-03-31_14.47.08.302000
16	107	5.950000	4.png	6	Lehrelaptop2	2016-03-31_14.47.08.302000
16	145	4.934000	43.png	7	Lehrelaptop2	2016-03-31_14.47.08.302000
16	116	3.935000	20.png	8	Lehrelaptop2	2016-03-31_14.47.08.302000
16	117	6.796000	28.png	9	Lehrelaptop2	2016-03-31_14.47.08.302000
16	86	6.891000	15.png	10	Lehrelaptop2	2016-03-31_14.47.08.302000
16	97	4.172000	7.png	11	Lehrelaptop2	2016-03-31_14.47.08.302000
16	96	3.514000	8.png	12	Lehrelaptop2	2016-03-31_14.47.08.302000
16	83	3.550000	27.png	13	Lehrelaptop2	2016-03-31_14.47.08.302000
16	143	4.957000	52.png	14	Lehrelaptop2	2016-03-31_14.47.08.302000
16	97	3.330000	54.png	15	Lehrelaptop2	2016-03-31_14.47.08.302000
16	124	3.501000	5.png	16	Lehrelaptop2	2016-03-31_14.47.08.302000
16	57	7.764000	55.png	17	Lehrelaptop2	2016-03-31_14.47.08.302000
16	126	6.185000	22.png	18	Lehrelaptop2	2016-03-31_14.47.08.302000
16	67	4.116000	53.png	19	Lehrelaptop2	2016-03-31_14.47.08.302000
16	116	5.005000	33.png	20	Lehrelaptop2	2016-03-31_14.47.08.302000
16	114	5.976000	42.png	21	Lehrelaptop2	2016-03-31_14.47.08.302000
16	76	3.173000	40.png	22	Lehrelaptop2	2016-03-31_14.47.08.302000
16	78	4.064000	56.png	23	Lehrelaptop2	2016-03-31_14.47.08.302000
16	125	5.985000	3.png	24	Lehrelaptop2	2016-03-31_14.47.08.302000
