ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
12	121	21.221000	8.png	1	Lehrelaptop2	2016-03-31_13.34.21.228000
12	81	9.288000	43.png	2	Lehrelaptop2	2016-03-31_13.34.21.228000
12	50	5.010000	27.png	3	Lehrelaptop2	2016-03-31_13.34.21.228000
12	129	8.590000	22.png	4	Lehrelaptop2	2016-03-31_13.34.21.228000
12	130	4.281000	3.png	5	Lehrelaptop2	2016-03-31_13.34.21.228000
12	69	6.534000	33.png	6	Lehrelaptop2	2016-03-31_13.34.21.228000
12	131	4.753000	4.png	7	Lehrelaptop2	2016-03-31_13.34.21.228000
12	70	5.905000	56.png	8	Lehrelaptop2	2016-03-31_13.34.21.228000
12	129	4.079000	5.png	9	Lehrelaptop2	2016-03-31_13.34.21.228000
12	130	4.352000	1.png	10	Lehrelaptop2	2016-03-31_13.34.21.228000
12	129	3.610000	15.png	11	Lehrelaptop2	2016-03-31_13.34.21.228000
12	129	3.815000	14.png	12	Lehrelaptop2	2016-03-31_13.34.21.228000
12	132	3.176000	6.png	13	Lehrelaptop2	2016-03-31_13.34.21.228000
12	69	5.112000	52.png	14	Lehrelaptop2	2016-03-31_13.34.21.228000
12	109	3.788000	51.png	15	Lehrelaptop2	2016-03-31_13.34.21.228000
12	80	3.878000	28.png	16	Lehrelaptop2	2016-03-31_13.34.21.228000
12	129	4.253000	50.png	17	Lehrelaptop2	2016-03-31_13.34.21.228000
12	110	5.858000	55.png	18	Lehrelaptop2	2016-03-31_13.34.21.228000
12	120	3.341000	20.png	19	Lehrelaptop2	2016-03-31_13.34.21.228000
12	150	3.963000	7.png	20	Lehrelaptop2	2016-03-31_13.34.21.228000
12	120	3.190000	53.png	21	Lehrelaptop2	2016-03-31_13.34.21.228000
12	110	4.937000	40.png	22	Lehrelaptop2	2016-03-31_13.34.21.228000
12	121	3.850000	54.png	23	Lehrelaptop2	2016-03-31_13.34.21.228000
12	128	2.220000	42.png	24	Lehrelaptop2	2016-03-31_13.34.21.228000
