ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
3	77	13.148000	22.png	1	Lehrelaptop2	2016-03-31_12.25.53.631000
3	72	9.128000	15.png	2	Lehrelaptop2	2016-03-31_12.25.53.631000
3	110	4.758000	7.png	3	Lehrelaptop2	2016-03-31_12.25.53.631000
3	162	3.731000	28.png	4	Lehrelaptop2	2016-03-31_12.25.53.631000
3	135	4.516000	52.png	5	Lehrelaptop2	2016-03-31_12.25.53.631000
3	72	2.993000	56.png	6	Lehrelaptop2	2016-03-31_12.25.53.631000
3	103	3.133000	8.png	7	Lehrelaptop2	2016-03-31_12.25.53.631000
3	85	4.890000	20.png	8	Lehrelaptop2	2016-03-31_12.25.53.631000
3	154	2.948000	1.png	9	Lehrelaptop2	2016-03-31_12.25.53.631000
3	111	3.083000	27.png	10	Lehrelaptop2	2016-03-31_12.25.53.631000
3	104	5.409000	54.png	11	Lehrelaptop2	2016-03-31_12.25.53.631000
3	107	6.720000	43.png	12	Lehrelaptop2	2016-03-31_12.25.53.631000
3	136	6.495000	14.png	13	Lehrelaptop2	2016-03-31_12.25.53.631000
3	107	2.931000	4.png	14	Lehrelaptop2	2016-03-31_12.25.53.631000
3	115	4.710000	50.png	15	Lehrelaptop2	2016-03-31_12.25.53.631000
3	93	2.798000	42.png	16	Lehrelaptop2	2016-03-31_12.25.53.631000
3	98	4.459000	3.png	17	Lehrelaptop2	2016-03-31_12.25.53.631000
3	136	3.847000	33.png	18	Lehrelaptop2	2016-03-31_12.25.53.631000
3	93	10.469000	55.png	19	Lehrelaptop2	2016-03-31_12.25.53.631000
3	133	4.984000	6.png	20	Lehrelaptop2	2016-03-31_12.25.53.631000
3	73	3.862000	40.png	21	Lehrelaptop2	2016-03-31_12.25.53.631000
3	134	3.178000	5.png	22	Lehrelaptop2	2016-03-31_12.25.53.631000
3	97	2.308000	53.png	23	Lehrelaptop2	2016-03-31_12.25.53.631000
3	88	2.579000	51.png	24	Lehrelaptop2	2016-03-31_12.25.53.631000
