ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
27	139	10.325000	27.png	1	Lehrelaptop2	2016-03-31_16.45.45.915000
27	59	5.230000	56.png	2	Lehrelaptop2	2016-03-31_16.45.45.915000
27	159	2.958000	3.png	3	Lehrelaptop2	2016-03-31_16.45.45.915000
27	151	5.375000	7.png	4	Lehrelaptop2	2016-03-31_16.45.45.915000
27	140	3.897000	43.png	5	Lehrelaptop2	2016-03-31_16.45.45.915000
27	53	3.223000	15.png	6	Lehrelaptop2	2016-03-31_16.45.45.915000
27	100	3.312000	42.png	7	Lehrelaptop2	2016-03-31_16.45.45.915000
27	33	2.562000	4.png	8	Lehrelaptop2	2016-03-31_16.45.45.915000
27	40	2.580000	6.png	9	Lehrelaptop2	2016-03-31_16.45.45.915000
27	139	3.285000	1.png	10	Lehrelaptop2	2016-03-31_16.45.45.915000
27	179	3.348000	28.png	11	Lehrelaptop2	2016-03-31_16.45.45.915000
27	41	2.815000	22.png	12	Lehrelaptop2	2016-03-31_16.45.45.915000
27	39	3.118000	40.png	13	Lehrelaptop2	2016-03-31_16.45.45.915000
27	40	3.843000	5.png	14	Lehrelaptop2	2016-03-31_16.45.45.915000
27	124	3.355000	54.png	15	Lehrelaptop2	2016-03-31_16.45.45.915000
27	31	3.193000	51.png	16	Lehrelaptop2	2016-03-31_16.45.45.915000
27	39	3.529000	8.png	17	Lehrelaptop2	2016-03-31_16.45.45.915000
27	37	2.584000	50.png	18	Lehrelaptop2	2016-03-31_16.45.45.915000
27	153	2.641000	55.png	19	Lehrelaptop2	2016-03-31_16.45.45.915000
27	45	2.894000	53.png	20	Lehrelaptop2	2016-03-31_16.45.45.915000
27	52	2.425000	20.png	21	Lehrelaptop2	2016-03-31_16.45.45.915000
27	36	2.208000	14.png	22	Lehrelaptop2	2016-03-31_16.45.45.915000
27	48	2.416000	33.png	23	Lehrelaptop2	2016-03-31_16.45.45.915000
27	142	2.819000	52.png	24	Lehrelaptop2	2016-03-31_16.45.45.915000
