ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
26	90	4.470000	6_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	1
26	114	2.141000	42_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	2
26	96	4.805000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	3
26	24	3.398000	53_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	4
26	91	4.377000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	5
26	117	3.499000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	6
26	115	3.736000	6_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	7
26	82	3.246000	60_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	8
26	43	4.113000	46_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	9
26	6	4.940000	45_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	10
26	55	4.960000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	11
26	61	3.844000	53_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	12
26	86	2.481000	61_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	13
26	149	3.142000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	14
26	68	2.924000	60_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	15
26	88	3.517000	59_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	16
26	115	4.513000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	17
26	133	3.425000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	18
26	114	4.768000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	19
26	166	4.728000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	20
26	119	3.992000	45_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	21
26	107	2.812000	58_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	22
26	98	1.920000	61_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	23
26	131	4.088000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	24
26	142	2.720000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	25
26	139	2.212000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	26
26	105	2.361000	55_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	27
26	87	3.971000	55_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	28
26	101	2.677000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	29
26	118	2.638000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	30
26	179	3.980000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	31
26	135	3.050000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	32
26	58	3.960000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	33
26	170	4.440000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	34
26	99	4.122000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	35
26	104	4.599000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	36
26	117	3.179000	58_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	37
26	60	2.487000	59_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	38
26	89	2.897000	46_anger.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	39
26	51	2.858000	42_pain.wav	Lehrelaptop2	2016-03-31_16.36.46.396000	40
