ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
14	90	5.782000	53_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	1
14	111	7.115000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	2
14	130	8.175000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	3
14	159	3.500000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	4
14	80	2.806000	45_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	5
14	100	5.298000	6_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	6
14	90	6.181000	42_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	7
14	191	6.188000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	8
14	169	5.835000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	9
14	198	5.227000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	10
14	70	5.581000	6_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	11
14	60	4.907000	61_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	12
14	89	5.580000	58_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	13
14	109	5.220000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	14
14	89	6.534000	60_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	15
14	80	4.621000	58_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	16
14	40	5.464000	59_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	17
14	80	5.406000	46_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	18
14	89	3.279000	61_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	19
14	75	9.064000	46_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	20
14	111	4.406000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	21
14	196	4.799000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	22
14	19	4.243000	53_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	23
14	90	4.290000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	24
14	129	3.281000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	25
14	100	3.186000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	26
14	100	2.155000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	27
14	129	3.515000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	28
14	90	2.745000	55_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	29
14	81	4.273000	45_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	30
14	161	3.926000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	31
14	100	2.855000	42_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	32
14	94	5.542000	59_pain.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	33
14	110	5.160000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	34
14	111	5.004000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	35
14	81	4.393000	60_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	36
14	110	7.272000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	37
14	81	3.813000	55_anger.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	38
14	120	3.006000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	39
14	169	12.051000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.50.21.150000	40
