ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
25	149	8.967000	6.png	1	Lehrelaptop2	2016-03-31_16.30.40.119000
25	130	4.145000	53.png	2	Lehrelaptop2	2016-03-31_16.30.40.119000
25	160	6.198000	52.png	3	Lehrelaptop2	2016-03-31_16.30.40.119000
25	129	2.457000	51.png	4	Lehrelaptop2	2016-03-31_16.30.40.119000
25	111	4.147000	3.png	5	Lehrelaptop2	2016-03-31_16.30.40.119000
25	182	3.865000	5.png	6	Lehrelaptop2	2016-03-31_16.30.40.119000
25	100	2.552000	55.png	7	Lehrelaptop2	2016-03-31_16.30.40.119000
25	120	3.116000	54.png	8	Lehrelaptop2	2016-03-31_16.30.40.119000
25	59	3.737000	40.png	9	Lehrelaptop2	2016-03-31_16.30.40.119000
25	89	1.855000	14.png	10	Lehrelaptop2	2016-03-31_16.30.40.119000
25	170	3.057000	42.png	11	Lehrelaptop2	2016-03-31_16.30.40.119000
25	141	2.120000	15.png	12	Lehrelaptop2	2016-03-31_16.30.40.119000
25	60	2.388000	28.png	13	Lehrelaptop2	2016-03-31_16.30.40.119000
25	92	3.647000	20.png	14	Lehrelaptop2	2016-03-31_16.30.40.119000
25	172	2.741000	7.png	15	Lehrelaptop2	2016-03-31_16.30.40.119000
25	72	2.242000	56.png	16	Lehrelaptop2	2016-03-31_16.30.40.119000
25	155	3.047000	8.png	17	Lehrelaptop2	2016-03-31_16.30.40.119000
25	122	2.944000	50.png	18	Lehrelaptop2	2016-03-31_16.30.40.119000
25	160	2.604000	43.png	19	Lehrelaptop2	2016-03-31_16.30.40.119000
25	72	2.244000	27.png	20	Lehrelaptop2	2016-03-31_16.30.40.119000
25	67	2.439000	22.png	21	Lehrelaptop2	2016-03-31_16.30.40.119000
25	123	1.957000	1.png	22	Lehrelaptop2	2016-03-31_16.30.40.119000
25	87	1.801000	33.png	23	Lehrelaptop2	2016-03-31_16.30.40.119000
25	153	2.448000	4.png	24	Lehrelaptop2	2016-03-31_16.30.40.119000
