ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
21	90	8.966000	51.png	1	Lehrelaptop2	2016-03-31_15.38.39.975000
21	169	5.937000	8.png	2	Lehrelaptop2	2016-03-31_15.38.39.975000
21	169	3.557000	6.png	3	Lehrelaptop2	2016-03-31_15.38.39.975000
21	140	4.764000	43.png	4	Lehrelaptop2	2016-03-31_15.38.39.975000
21	180	3.043000	7.png	5	Lehrelaptop2	2016-03-31_15.38.39.975000
21	188	5.893000	20.png	6	Lehrelaptop2	2016-03-31_15.38.39.975000
21	189	5.175000	28.png	7	Lehrelaptop2	2016-03-31_15.38.39.975000
21	90	3.536000	56.png	8	Lehrelaptop2	2016-03-31_15.38.39.975000
21	69	2.811000	3.png	9	Lehrelaptop2	2016-03-31_15.38.39.975000
21	149	2.657000	33.png	10	Lehrelaptop2	2016-03-31_15.38.39.975000
21	90	3.150000	14.png	11	Lehrelaptop2	2016-03-31_15.38.39.975000
21	119	2.478000	5.png	12	Lehrelaptop2	2016-03-31_15.38.39.975000
21	31	4.522000	54.png	13	Lehrelaptop2	2016-03-31_15.38.39.975000
21	49	6.151000	27.png	14	Lehrelaptop2	2016-03-31_15.38.39.975000
21	59	3.109000	22.png	15	Lehrelaptop2	2016-03-31_15.38.39.975000
21	39	3.725000	55.png	16	Lehrelaptop2	2016-03-31_15.38.39.975000
21	89	2.389000	52.png	17	Lehrelaptop2	2016-03-31_15.38.39.975000
21	70	2.488000	50.png	18	Lehrelaptop2	2016-03-31_15.38.39.975000
21	100	2.724000	1.png	19	Lehrelaptop2	2016-03-31_15.38.39.975000
21	50	2.942000	53.png	20	Lehrelaptop2	2016-03-31_15.38.39.975000
21	42	4.482000	42.png	21	Lehrelaptop2	2016-03-31_15.38.39.975000
21	22	4.482000	4.png	22	Lehrelaptop2	2016-03-31_15.38.39.975000
21	11	5.427000	40.png	23	Lehrelaptop2	2016-03-31_15.38.39.975000
21	40	7.996000	15.png	24	Lehrelaptop2	2016-03-31_15.38.39.975000
