ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
10	92	13.367000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	1
10	160	3.674000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	2
10	50	5.532000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	3
10	0	4.623000	6_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	4
10	183	4.864000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	5
10	90	4.772000	6_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	6
10	20	4.845000	59_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	7
10	135	3.413000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	8
10	2	4.401000	60_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	9
10	13	3.219000	55_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	10
10	158	3.924000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	11
10	0	4.097000	46_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	12
10	180	3.582000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	13
10	173	3.228000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	14
10	200	3.331000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	15
10	53	3.293000	60_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	16
10	1	4.616000	61_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	17
10	116	6.178000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	18
10	16	3.150000	45_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	19
10	0	3.419000	53_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	20
10	0	2.973000	53_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	21
10	56	2.751000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	22
10	139	3.303000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	23
10	81	3.903000	59_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	24
10	136	3.464000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	25
10	163	3.459000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	26
10	33	3.343000	58_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	27
10	151	2.505000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	28
10	13	5.041000	58_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	29
10	0	3.905000	42_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	30
10	81	2.155000	61_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	31
10	171	4.139000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	32
10	120	3.686000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	33
10	163	2.615000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	34
10	179	3.674000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	35
10	0	6.999000	45_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	36
10	121	2.381000	42_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	37
10	46	2.806000	55_pain.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	38
10	176	2.861000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	39
10	0	3.624000	46_anger.wav	Lehrelaptop2	2016-03-31_13.19.42.948000	40
