ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
28	13	4.740000	59_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	1
28	48	2.180000	55_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	2
28	153	3.557000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	3
28	170	4.491000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	4
28	141	3.174000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	5
28	123	3.093000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	6
28	119	5.166000	42_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	7
28	68	2.137000	61_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	8
28	136	9.560000	53_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	9
28	134	2.227000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	10
28	126	2.085000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	11
28	110	3.655000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	12
28	191	3.954000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	13
28	61	2.518000	46_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	14
28	35	4.453000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	15
28	100	4.077000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	16
28	54	4.159000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	17
28	29	4.694000	46_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	18
28	141	3.242000	6_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	19
28	120	3.214000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	20
28	181	2.637000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	21
28	69	3.403000	58_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	22
28	44	2.289000	55_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	23
28	5	3.271000	42_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	24
28	85	3.106000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	25
28	120	2.341000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	26
28	17	3.729000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	27
28	153	2.640000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	28
28	65	3.799000	58_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	29
28	48	4.058000	60_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	30
28	64	2.794000	6_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	31
28	152	3.794000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	32
28	108	3.579000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	33
28	60	2.781000	59_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	34
28	36	3.556000	45_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	35
28	4	3.585000	45_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	36
28	101	3.381000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	37
28	67	1.919000	61_pain.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	38
28	1	4.425000	53_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	39
28	8	5.231000	60_anger.wav	Lehrelaptop2	2016-03-31_16.53.15.404000	40
