ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
2	65	22.291000	6.png	1	Lehrelaptop2	2016-03-31_12.16.04.305000
2	97	10.012000	55.png	2	Lehrelaptop2	2016-03-31_12.16.04.305000
2	64	3.726000	42.png	3	Lehrelaptop2	2016-03-31_12.16.04.305000
2	94	3.370000	1.png	4	Lehrelaptop2	2016-03-31_12.16.04.305000
2	74	2.727000	22.png	5	Lehrelaptop2	2016-03-31_12.16.04.305000
2	66	4.468000	5.png	6	Lehrelaptop2	2016-03-31_12.16.04.305000
2	76	6.106000	56.png	7	Lehrelaptop2	2016-03-31_12.16.04.305000
2	95	10.566000	20.png	8	Lehrelaptop2	2016-03-31_12.16.04.305000
2	75	7.778000	8.png	9	Lehrelaptop2	2016-03-31_12.16.04.305000
2	134	7.670000	43.png	10	Lehrelaptop2	2016-03-31_12.16.04.305000
2	92	3.283000	27.png	11	Lehrelaptop2	2016-03-31_12.16.04.305000
2	78	4.306000	14.png	12	Lehrelaptop2	2016-03-31_12.16.04.305000
2	125	4.487000	54.png	13	Lehrelaptop2	2016-03-31_12.16.04.305000
2	106	5.394000	52.png	14	Lehrelaptop2	2016-03-31_12.16.04.305000
2	83	5.295000	3.png	15	Lehrelaptop2	2016-03-31_12.16.04.305000
2	61	2.929000	15.png	16	Lehrelaptop2	2016-03-31_12.16.04.305000
2	112	2.588000	53.png	17	Lehrelaptop2	2016-03-31_12.16.04.305000
2	53	3.800000	40.png	18	Lehrelaptop2	2016-03-31_12.16.04.305000
2	79	4.224000	4.png	19	Lehrelaptop2	2016-03-31_12.16.04.305000
2	115	3.524000	51.png	20	Lehrelaptop2	2016-03-31_12.16.04.305000
2	138	3.643000	50.png	21	Lehrelaptop2	2016-03-31_12.16.04.305000
2	97	3.488000	33.png	22	Lehrelaptop2	2016-03-31_12.16.04.305000
2	100	2.640000	7.png	23	Lehrelaptop2	2016-03-31_12.16.04.305000
2	60	2.694000	28.png	24	Lehrelaptop2	2016-03-31_12.16.04.305000
