ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
15	103	3.877000	53_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	1
15	95	4.660000	42_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	2
15	101	4.587000	59_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	3
15	87	3.589000	45_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	4
15	100	3.081000	58_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	5
15	108	3.067000	6_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	6
15	90	4.004000	45_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	7
15	93	3.487000	46_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	8
15	100	5.328000	61_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	9
15	73	3.582000	59_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	10
15	83	3.724000	60_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	11
15	99	3.185000	55_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	12
15	88	4.179000	53_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	13
15	88	4.340000	55_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	14
15	99	3.799000	6_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	15
15	102	4.431000	46_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	16
15	128	4.135000	59_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	17
15	101	2.440000	6_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	18
15	96	2.053000	45_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	19
15	118	7.346000	60_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	20
15	95	2.420000	61_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	21
15	97	4.954000	45_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	22
15	95	2.538000	55_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	23
15	107	2.878000	58_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	24
15	96	3.770000	46_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	25
15	99	2.484000	55_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	26
15	108	3.520000	53_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	27
15	97	4.021000	42_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	28
15	98	4.020000	59_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	29
15	101	2.765000	46_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	30
15	106	2.982000	42_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	31
15	97	2.494000	58_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	32
15	97	3.374000	53_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	33
15	96	2.503000	60_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	34
15	100	2.628000	61_anger.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	35
15	94	3.055000	6_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	36
15	100	1.945000	58_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	37
15	102	2.319000	61_pain.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	38
15	116	2.743000	42_happiness.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	39
15	118	2.347000	60_pleasure.wav	Lehrelaptop2	2016-03-31_14.03.12.285000	40
