ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
15	99	5.352000	55.png	1	Lehrelaptop2	2016-03-31_14.03.12.285000
15	136	3.752000	1.png	2	Lehrelaptop2	2016-03-31_14.03.12.285000
15	123	3.690000	6.png	3	Lehrelaptop2	2016-03-31_14.03.12.285000
15	103	2.601000	51.png	4	Lehrelaptop2	2016-03-31_14.03.12.285000
15	102	2.832000	22.png	5	Lehrelaptop2	2016-03-31_14.03.12.285000
15	101	2.940000	3.png	6	Lehrelaptop2	2016-03-31_14.03.12.285000
15	89	2.900000	56.png	7	Lehrelaptop2	2016-03-31_14.03.12.285000
15	96	3.187000	53.png	8	Lehrelaptop2	2016-03-31_14.03.12.285000
15	64	4.083000	54.png	9	Lehrelaptop2	2016-03-31_14.03.12.285000
15	117	2.909000	7.png	10	Lehrelaptop2	2016-03-31_14.03.12.285000
15	85	3.794000	50.png	11	Lehrelaptop2	2016-03-31_14.03.12.285000
15	82	3.159000	27.png	12	Lehrelaptop2	2016-03-31_14.03.12.285000
15	108	3.366000	5.png	13	Lehrelaptop2	2016-03-31_14.03.12.285000
15	123	2.836000	20.png	14	Lehrelaptop2	2016-03-31_14.03.12.285000
15	88	2.159000	28.png	15	Lehrelaptop2	2016-03-31_14.03.12.285000
15	128	4.242000	42.png	16	Lehrelaptop2	2016-03-31_14.03.12.285000
15	109	2.332000	52.png	17	Lehrelaptop2	2016-03-31_14.03.12.285000
15	127	2.442000	14.png	18	Lehrelaptop2	2016-03-31_14.03.12.285000
15	122	2.418000	8.png	19	Lehrelaptop2	2016-03-31_14.03.12.285000
15	84	4.458000	15.png	20	Lehrelaptop2	2016-03-31_14.03.12.285000
15	103	1.961000	43.png	21	Lehrelaptop2	2016-03-31_14.03.12.285000
15	114	3.876000	40.png	22	Lehrelaptop2	2016-03-31_14.03.12.285000
15	124	2.366000	33.png	23	Lehrelaptop2	2016-03-31_14.03.12.285000
15	126	2.744000	4.png	24	Lehrelaptop2	2016-03-31_14.03.12.285000
