ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
2	84	5.707000	53_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	1
2	49	3.215000	60_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	2
2	87	6.305000	53_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	3
2	47	4.039000	58_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	4
2	91	5.165000	55_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	5
2	112	5.718000	6_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	6
2	81	2.662000	45_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	7
2	67	4.254000	61_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	8
2	97	3.800000	60_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	9
2	83	4.021000	45_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	10
2	141	4.241000	60_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	11
2	89	4.565000	55_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	12
2	81	4.044000	58_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	13
2	72	6.657000	59_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	14
2	72	3.239000	42_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	15
2	77	4.227000	59_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	16
2	109	4.207000	46_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	17
2	107	3.268000	6_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	18
2	112	2.657000	55_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	19
2	94	3.280000	53_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	20
2	83	2.305000	61_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	21
2	89	2.631000	55_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	22
2	90	2.361000	46_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	23
2	83	4.025000	59_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	24
2	117	3.386000	45_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	25
2	87	2.605000	42_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	26
2	77	3.680000	45_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	27
2	117	4.439000	53_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	28
2	94	3.451000	58_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	29
2	109	4.020000	42_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	30
2	46	3.365000	46_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	31
2	92	2.192000	6_pain.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	32
2	110	2.760000	42_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	33
2	121	2.242000	58_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	34
2	138	2.846000	6_happiness.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	35
2	98	3.698000	60_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	36
2	117	2.700000	61_anger.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	37
2	105	2.942000	61_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	38
2	84	3.273000	59_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	39
2	100	4.400000	46_pleasure.wav	Lehrelaptop2	2016-03-31_12.16.04.305000	40
