ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
23	50	17.504000	33.png	1	Lehrelaptop2	2016-03-31_16.13.40.612000
23	10	5.114000	27.png	2	Lehrelaptop2	2016-03-31_16.13.40.612000
23	120	5.660000	52.png	3	Lehrelaptop2	2016-03-31_16.13.40.612000
23	141	4.862000	28.png	4	Lehrelaptop2	2016-03-31_16.13.40.612000
23	89	4.248000	40.png	5	Lehrelaptop2	2016-03-31_16.13.40.612000
23	129	5.797000	3.png	6	Lehrelaptop2	2016-03-31_16.13.40.612000
23	159	4.060000	7.png	7	Lehrelaptop2	2016-03-31_16.13.40.612000
23	90	3.547000	15.png	8	Lehrelaptop2	2016-03-31_16.13.40.612000
23	190	4.163000	43.png	9	Lehrelaptop2	2016-03-31_16.13.40.612000
23	71	3.294000	8.png	10	Lehrelaptop2	2016-03-31_16.13.40.612000
23	149	3.257000	1.png	11	Lehrelaptop2	2016-03-31_16.13.40.612000
23	91	3.698000	20.png	12	Lehrelaptop2	2016-03-31_16.13.40.612000
23	20	4.576000	51.png	13	Lehrelaptop2	2016-03-31_16.13.40.612000
23	160	3.778000	14.png	14	Lehrelaptop2	2016-03-31_16.13.40.612000
23	179	7.285000	5.png	15	Lehrelaptop2	2016-03-31_16.13.40.612000
23	60	3.831000	50.png	16	Lehrelaptop2	2016-03-31_16.13.40.612000
23	99	4.246000	4.png	17	Lehrelaptop2	2016-03-31_16.13.40.612000
23	40	3.587000	56.png	18	Lehrelaptop2	2016-03-31_16.13.40.612000
23	160	3.703000	22.png	19	Lehrelaptop2	2016-03-31_16.13.40.612000
23	119	3.163000	42.png	20	Lehrelaptop2	2016-03-31_16.13.40.612000
23	49	3.973000	54.png	21	Lehrelaptop2	2016-03-31_16.13.40.612000
23	159	5.795000	6.png	22	Lehrelaptop2	2016-03-31_16.13.40.612000
23	42	5.627000	53.png	23	Lehrelaptop2	2016-03-31_16.13.40.612000
23	44	3.692000	55.png	24	Lehrelaptop2	2016-03-31_16.13.40.612000
