ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
11	40	4.854000	61_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	1
11	174	3.320000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	2
11	96	8.745000	42_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	3
11	5	4.751000	46_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	4
11	19	4.782000	46_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	5
11	128	3.197000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	6
11	96	3.365000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	7
11	24	4.092000	59_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	8
11	65	2.768000	60_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	9
11	115	2.384000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	10
11	10	3.057000	42_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	11
11	188	5.220000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	12
11	10	4.665000	45_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	13
11	49	3.164000	55_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	14
11	49	2.600000	45_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	15
11	33	2.623000	58_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	16
11	97	3.324000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	17
11	35	3.399000	59_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	18
11	104	6.930000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	19
11	185	4.671000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	20
11	64	2.933000	6_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	21
11	193	4.673000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	22
11	160	6.981000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	23
11	5	4.678000	53_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	24
11	75	2.652000	61_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	25
11	117	2.339000	6_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	26
11	66	2.746000	53_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	27
11	113	3.325000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	28
11	134	3.927000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	29
11	95	2.575000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	30
11	85	4.929000	60_anger.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	31
11	37	4.259000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	32
11	123	4.025000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	33
11	63	2.838000	55_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	34
11	82	6.944000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	35
11	104	4.421000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	36
11	84	3.303000	58_pain.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	37
11	105	2.574000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	38
11	151	4.172000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	39
11	64	3.124000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.27.13.692000	40
