ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
10	100	16.041000	1.png	1	Lehrelaptop2	2016-03-31_13.19.42.948000
10	110	8.075000	51.png	2	Lehrelaptop2	2016-03-31_13.19.42.948000
10	110	2.951000	55.png	3	Lehrelaptop2	2016-03-31_13.19.42.948000
10	120	3.574000	27.png	4	Lehrelaptop2	2016-03-31_13.19.42.948000
10	139	6.127000	5.png	5	Lehrelaptop2	2016-03-31_13.19.42.948000
10	140	3.490000	6.png	6	Lehrelaptop2	2016-03-31_13.19.42.948000
10	140	19.192000	22.png	7	Lehrelaptop2	2016-03-31_13.19.42.948000
10	91	3.206000	40.png	8	Lehrelaptop2	2016-03-31_13.19.42.948000
10	140	4.926000	20.png	9	Lehrelaptop2	2016-03-31_13.19.42.948000
10	127	4.268000	52.png	10	Lehrelaptop2	2016-03-31_13.19.42.948000
10	142	2.845000	33.png	11	Lehrelaptop2	2016-03-31_13.19.42.948000
10	129	2.225000	7.png	12	Lehrelaptop2	2016-03-31_13.19.42.948000
10	150	3.680000	15.png	13	Lehrelaptop2	2016-03-31_13.19.42.948000
10	129	2.989000	56.png	14	Lehrelaptop2	2016-03-31_13.19.42.948000
10	130	4.354000	43.png	15	Lehrelaptop2	2016-03-31_13.19.42.948000
10	126	4.812000	3.png	16	Lehrelaptop2	2016-03-31_13.19.42.948000
10	150	5.866000	28.png	17	Lehrelaptop2	2016-03-31_13.19.42.948000
10	151	7.355000	50.png	18	Lehrelaptop2	2016-03-31_13.19.42.948000
10	136	2.135000	4.png	19	Lehrelaptop2	2016-03-31_13.19.42.948000
10	140	1.942000	42.png	20	Lehrelaptop2	2016-03-31_13.19.42.948000
10	81	3.510000	8.png	21	Lehrelaptop2	2016-03-31_13.19.42.948000
10	117	2.187000	14.png	22	Lehrelaptop2	2016-03-31_13.19.42.948000
10	75	4.048000	53.png	23	Lehrelaptop2	2016-03-31_13.19.42.948000
10	82	1.954000	54.png	24	Lehrelaptop2	2016-03-31_13.19.42.948000
