ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
4	129	3.692000	6_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	1
4	133	5.165000	59_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	2
4	103	4.284000	42_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	3
4	47	7.376000	59_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	4
4	107	3.721000	6_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	5
4	118	3.442000	55_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	6
4	71	2.821000	61_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	7
4	10	3.977000	53_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	8
4	79	5.528000	58_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	9
4	138	3.885000	53_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	10
4	101	4.144000	46_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	11
4	20	3.984000	46_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	12
4	48	3.460000	45_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	13
4	124	3.520000	61_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	14
4	144	3.139000	59_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	15
4	148	5.041000	58_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	16
4	162	3.370000	55_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	17
4	117	2.602000	6_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	18
4	168	3.979000	42_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	19
4	119	5.247000	45_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	20
4	18	4.015000	45_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	21
4	91	5.167000	60_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	22
4	185	4.111000	46_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	23
4	158	4.387000	53_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	24
4	117	2.826000	60_pleasure.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	25
4	67	3.204000	42_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	26
4	76	3.685000	55_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	27
4	168	3.545000	6_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	28
4	101	3.912000	61_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	29
4	139	2.751000	42_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	30
4	175	3.296000	60_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	31
4	66	4.096000	55_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	32
4	52	3.540000	58_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	33
4	68	4.208000	59_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	34
4	9	3.746000	53_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	35
4	182	5.267000	61_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	36
4	54	3.371000	60_anger.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	37
4	10	4.882000	46_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	38
4	161	3.806000	45_happiness.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	39
4	101	3.364000	58_pain.wav	Lehrelaptop2	2016-03-31_12.32.26.891000	40
