ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
24	100	7.346000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	1
24	50	7.261000	42_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	2
24	30	4.175000	46_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	3
24	39	8.414000	46_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	4
24	189	6.153000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	5
24	200	4.500000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	6
24	110	3.425000	55_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	7
24	110	4.009000	45_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	8
24	100	3.017000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	9
24	170	5.219000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	10
24	50	5.771000	45_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	11
24	50	4.892000	58_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	12
24	100	4.001000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	13
24	120	4.341000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	14
24	171	5.849000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	15
24	119	6.800000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	16
24	120	4.775000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	17
24	129	4.319000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	18
24	110	4.946000	60_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	19
24	10	6.105000	53_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	20
24	80	5.757000	6_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	21
24	130	3.965000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	22
24	89	3.301000	58_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	23
24	101	3.902000	42_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	24
24	56	4.501000	61_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	25
24	144	5.360000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	26
24	90	4.440000	59_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	27
24	128	3.498000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	28
24	85	2.940000	61_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	29
24	94	4.559000	60_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	30
24	124	5.901000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	31
24	187	3.560000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	32
24	82	4.405000	55_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	33
24	133	5.068000	53_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	34
24	63	5.701000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	35
24	52	3.833000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	36
24	126	3.323000	59_pain.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	37
24	54	3.566000	6_anger.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	38
24	117	4.596000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	39
24	114	3.410000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.22.58.877000	40
