ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
21	100	4.681000	42_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	1
21	120	3.928000	60_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	2
21	39	3.388000	45_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	3
21	171	3.503000	46_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	4
21	122	5.248000	53_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	5
21	30	3.268000	59_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	6
21	199	3.508000	45_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	7
21	60	3.786000	46_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	8
21	50	3.188000	42_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	9
21	179	3.266000	59_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	10
21	132	2.506000	58_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	11
21	110	2.228000	58_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	12
21	99	2.427000	55_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	13
21	70	3.147000	53_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	14
21	30	4.247000	6_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	15
21	50	2.646000	59_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	16
21	70	2.405000	61_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	17
21	49	2.285000	61_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	18
21	190	3.906000	60_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	19
21	140	2.609000	55_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	20
21	121	4.048000	42_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	21
21	72	2.648000	42_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	22
21	151	3.246000	53_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	23
21	168	3.420000	61_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	24
21	39	2.610000	46_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	25
21	44	2.307000	6_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	26
21	39	2.386000	60_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	27
21	53	2.407000	6_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	28
21	91	3.206000	61_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	29
21	24	2.567000	55_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	30
21	16	2.789000	58_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	31
21	42	2.311000	60_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	32
21	22	2.386000	55_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	33
21	53	2.321000	45_anger.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	34
21	55	4.904000	46_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	35
21	175	2.907000	6_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	36
21	77	2.726000	45_pleasure.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	37
21	156	2.506000	58_happiness.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	38
21	53	4.446000	59_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	39
21	19	2.929000	53_pain.wav	Lehrelaptop2	2016-03-31_15.38.39.975000	40
