ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
5	75	4.610000	59_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	1
5	131	4.199000	45_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	2
5	87	4.224000	59_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	3
5	66	3.947000	59_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	4
5	127	2.681000	6_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	5
5	96	2.765000	60_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	6
5	125	2.420000	61_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	7
5	117	3.880000	58_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	8
5	147	3.174000	59_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	9
5	98	2.561000	55_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	10
5	176	4.099000	46_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	11
5	128	3.340000	55_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	12
5	147	3.143000	6_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	13
5	141	3.738000	61_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	14
5	123	22.401000	53_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	15
5	148	4.486000	53_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	16
5	124	2.885000	55_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	17
5	118	3.288000	45_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	18
5	101	2.900000	58_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	19
5	87	2.882000	61_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	20
5	69	4.751000	45_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	21
5	120	3.488000	46_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	22
5	165	2.852000	58_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	23
5	116	3.238000	60_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	24
5	131	3.852000	6_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	25
5	181	3.839000	60_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	26
5	174	3.719000	45_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	27
5	161	2.818000	55_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	28
5	99	2.645000	42_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	29
5	187	3.840000	53_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	30
5	145	3.332000	61_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	31
5	96	2.120000	46_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	32
5	193	5.745000	53_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	33
5	92	3.240000	60_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	34
5	152	2.800000	42_pleasure.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	35
5	136	3.535000	46_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	36
5	144	2.737000	42_happiness.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	37
5	117	2.779000	6_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	38
5	144	2.999000	42_anger.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	39
5	125	3.264000	58_pain.wav	Lehrelaptop2	2016-03-31_12.40.34.173000	40
