ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
6	61	6.697000	46_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	1
6	80	3.314000	60_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	2
6	119	2.619000	60_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	3
6	27	7.380000	53_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	4
6	8	3.104000	55_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	5
6	109	3.535000	46_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	6
6	13	3.392000	42_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	7
6	101	2.877000	59_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	8
6	96	3.388000	58_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	9
6	101	2.300000	55_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	10
6	99	4.338000	61_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	11
6	38	3.219000	45_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	12
6	54	3.339000	45_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	13
6	121	2.570000	61_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	14
6	69	2.104000	61_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	15
6	79	2.686000	6_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	16
6	103	3.186000	45_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	17
6	119	2.201000	42_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	18
6	149	2.354000	55_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	19
6	137	1.840000	60_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	20
6	51	2.303000	61_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	21
6	81	2.081000	60_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	22
6	111	2.645000	53_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	23
6	122	2.655000	58_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	24
6	126	2.097000	6_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	25
6	85	2.099000	59_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	26
6	76	4.400000	42_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	27
6	109	2.018000	53_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	28
6	118	1.980000	58_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	29
6	127	1.994000	6_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	30
6	61	2.430000	55_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	31
6	79	2.940000	58_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	32
6	114	1.991000	6_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	33
6	43	2.887000	53_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	34
6	50	2.061000	46_anger.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	35
6	64	3.139000	46_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	36
6	85	2.461000	45_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	37
6	83	2.077000	59_pain.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	38
6	160	2.709000	42_pleasure.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	39
6	115	3.663000	59_happiness.wav	Lehrelaptop2	2016-03-31_12.48.03.490000	40
