ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
8	129	8.376000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	1
8	148	5.159000	60_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	2
8	95	4.351000	59_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	3
8	85	5.921000	46_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	4
8	164	2.972000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	5
8	112	3.085000	55_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	6
8	153	5.578000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	7
8	153	2.904000	42_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	8
8	164	3.037000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	9
8	180	4.407000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	10
8	94	3.334000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	11
8	163	3.580000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	12
8	144	4.499000	53_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	13
8	126	2.200000	55_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	14
8	173	3.859000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	15
8	125	3.699000	58_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	16
8	118	3.141000	61_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	17
8	124	4.753000	46_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	18
8	160	2.539000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	19
8	160	2.902000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	20
8	181	3.557000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	21
8	108	2.340000	6_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	22
8	187	3.224000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	23
8	122	3.038000	61_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	24
8	140	3.869000	42_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	25
8	176	4.019000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	26
8	173	4.419000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	27
8	117	4.059000	58_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	28
8	166	4.029000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	29
8	110	4.025000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	30
8	130	3.358000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	31
8	121	1.491000	6_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	32
8	87	3.103000	45_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	33
8	167	3.184000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	34
8	128	2.425000	59_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	35
8	121	3.383000	53_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	36
8	95	3.739000	45_pain.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	37
8	124	2.305000	60_anger.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	38
8	172	3.425000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	39
8	145	3.659000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.01.13.455000	40
