ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
11	111	5.411000	22.png	1	Lehrelaptop2	2016-03-31_13.27.13.692000
11	45	4.748000	55.png	2	Lehrelaptop2	2016-03-31_13.27.13.692000
11	70	3.776000	53.png	3	Lehrelaptop2	2016-03-31_13.27.13.692000
11	87	2.929000	56.png	4	Lehrelaptop2	2016-03-31_13.27.13.692000
11	102	3.941000	14.png	5	Lehrelaptop2	2016-03-31_13.27.13.692000
11	115	3.709000	6.png	6	Lehrelaptop2	2016-03-31_13.27.13.692000
11	125	2.861000	1.png	7	Lehrelaptop2	2016-03-31_13.27.13.692000
11	139	3.268000	52.png	8	Lehrelaptop2	2016-03-31_13.27.13.692000
11	99	3.201000	8.png	9	Lehrelaptop2	2016-03-31_13.27.13.692000
11	152	4.301000	33.png	10	Lehrelaptop2	2016-03-31_13.27.13.692000
11	42	4.023000	40.png	11	Lehrelaptop2	2016-03-31_13.27.13.692000
11	180	4.171000	42.png	12	Lehrelaptop2	2016-03-31_13.27.13.692000
11	132	3.676000	3.png	13	Lehrelaptop2	2016-03-31_13.27.13.692000
11	138	3.073000	7.png	14	Lehrelaptop2	2016-03-31_13.27.13.692000
11	110	5.487000	51.png	15	Lehrelaptop2	2016-03-31_13.27.13.692000
11	86	3.413000	20.png	16	Lehrelaptop2	2016-03-31_13.27.13.692000
11	115	3.233000	4.png	17	Lehrelaptop2	2016-03-31_13.27.13.692000
11	24	3.047000	27.png	18	Lehrelaptop2	2016-03-31_13.27.13.692000
11	67	2.694000	15.png	19	Lehrelaptop2	2016-03-31_13.27.13.692000
11	111	3.279000	50.png	20	Lehrelaptop2	2016-03-31_13.27.13.692000
11	170	3.568000	43.png	21	Lehrelaptop2	2016-03-31_13.27.13.692000
11	84	3.439000	28.png	22	Lehrelaptop2	2016-03-31_13.27.13.692000
11	72	5.814000	54.png	23	Lehrelaptop2	2016-03-31_13.27.13.692000
11	112	2.627000	5.png	24	Lehrelaptop2	2016-03-31_13.27.13.692000
