ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
17	50	20.182000	3.png	1	Lehrelaptop2	2016-03-31_14.56.38.239000
17	120	8.493000	50.png	2	Lehrelaptop2	2016-03-31_14.56.38.239000
17	180	6.611000	5.png	3	Lehrelaptop2	2016-03-31_14.56.38.239000
17	40	10.600000	51.png	4	Lehrelaptop2	2016-03-31_14.56.38.239000
17	149	6.124000	14.png	5	Lehrelaptop2	2016-03-31_14.56.38.239000
17	159	6.455000	52.png	6	Lehrelaptop2	2016-03-31_14.56.38.239000
17	49	5.870000	53.png	7	Lehrelaptop2	2016-03-31_14.56.38.239000
17	19	5.326000	27.png	8	Lehrelaptop2	2016-03-31_14.56.38.239000
17	150	4.350000	43.png	9	Lehrelaptop2	2016-03-31_14.56.38.239000
17	140	4.279000	33.png	10	Lehrelaptop2	2016-03-31_14.56.38.239000
17	119	5.045000	42.png	11	Lehrelaptop2	2016-03-31_14.56.38.239000
17	50	4.081000	54.png	12	Lehrelaptop2	2016-03-31_14.56.38.239000
17	50	4.753000	28.png	13	Lehrelaptop2	2016-03-31_14.56.38.239000
17	139	5.244000	6.png	14	Lehrelaptop2	2016-03-31_14.56.38.239000
17	140	4.289000	1.png	15	Lehrelaptop2	2016-03-31_14.56.38.239000
17	38	7.685000	55.png	16	Lehrelaptop2	2016-03-31_14.56.38.239000
17	66	5.022000	4.png	17	Lehrelaptop2	2016-03-31_14.56.38.239000
17	129	4.700000	8.png	18	Lehrelaptop2	2016-03-31_14.56.38.239000
17	110	6.340000	7.png	19	Lehrelaptop2	2016-03-31_14.56.38.239000
17	70	5.165000	20.png	20	Lehrelaptop2	2016-03-31_14.56.38.239000
17	90	5.360000	22.png	21	Lehrelaptop2	2016-03-31_14.56.38.239000
17	129	4.609000	15.png	22	Lehrelaptop2	2016-03-31_14.56.38.239000
17	61	4.618000	40.png	23	Lehrelaptop2	2016-03-31_14.56.38.239000
17	70	6.043000	56.png	24	Lehrelaptop2	2016-03-31_14.56.38.239000
