ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
23	80	5.634000	53_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	1
23	181	7.490000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	2
23	100	5.488000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	3
23	184	5.998000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	4
23	13	3.407000	59_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	5
23	174	4.486000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	6
23	18	3.380000	46_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	7
23	4	2.818000	55_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	8
23	170	4.601000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	9
23	22	3.240000	61_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	10
23	123	4.740000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	11
23	174	4.149000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	12
23	93	3.890000	6_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	13
23	197	4.760000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	14
23	124	2.624000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	15
23	144	4.408000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	16
23	105	5.275000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	17
23	176	3.540000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	18
23	85	3.684000	42_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	19
23	54	4.341000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	20
23	34	2.846000	55_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	21
23	105	3.953000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	22
23	153	3.761000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	23
23	185	3.857000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	24
23	86	4.269000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	25
23	106	3.845000	60_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	26
23	15	4.287000	53_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	27
23	6	3.731000	46_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	28
23	1	2.849000	42_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	29
23	84	3.145000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	30
23	34	3.020000	45_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	31
23	115	3.260000	6_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	32
23	1	3.898000	45_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	33
23	17	2.920000	58_anger.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	34
23	63	4.038000	58_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	35
23	147	3.499000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	36
23	76	3.360000	59_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	37
23	102	5.129000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	38
23	32	4.461000	61_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	39
23	65	2.680000	60_pain.wav	Lehrelaptop2	2016-03-31_16.13.40.612000	40
