ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
7	51	12.312000	20.png	1	Lehrelaptop2	2016-03-31_12.53.04.465000
7	49	7.446000	55.png	2	Lehrelaptop2	2016-03-31_12.53.04.465000
7	124	4.153000	3.png	3	Lehrelaptop2	2016-03-31_12.53.04.465000
7	74	4.420000	14.png	4	Lehrelaptop2	2016-03-31_12.53.04.465000
7	153	8.332000	6.png	5	Lehrelaptop2	2016-03-31_12.53.04.465000
7	30	8.231000	7.png	6	Lehrelaptop2	2016-03-31_12.53.04.465000
7	134	4.229000	43.png	7	Lehrelaptop2	2016-03-31_12.53.04.465000
7	76	3.053000	4.png	8	Lehrelaptop2	2016-03-31_12.53.04.465000
7	128	2.860000	52.png	9	Lehrelaptop2	2016-03-31_12.53.04.465000
7	24	8.789000	40.png	10	Lehrelaptop2	2016-03-31_12.53.04.465000
7	66	7.634000	56.png	11	Lehrelaptop2	2016-03-31_12.53.04.465000
7	19	4.064000	1.png	12	Lehrelaptop2	2016-03-31_12.53.04.465000
7	131	4.874000	22.png	13	Lehrelaptop2	2016-03-31_12.53.04.465000
7	26	6.361000	53.png	14	Lehrelaptop2	2016-03-31_12.53.04.465000
7	150	5.733000	50.png	15	Lehrelaptop2	2016-03-31_12.53.04.465000
7	34	7.385000	51.png	16	Lehrelaptop2	2016-03-31_12.53.04.465000
7	22	4.937000	8.png	17	Lehrelaptop2	2016-03-31_12.53.04.465000
7	61	6.701000	54.png	18	Lehrelaptop2	2016-03-31_12.53.04.465000
7	172	4.437000	5.png	19	Lehrelaptop2	2016-03-31_12.53.04.465000
7	70	10.930000	28.png	20	Lehrelaptop2	2016-03-31_12.53.04.465000
7	111	6.416000	15.png	21	Lehrelaptop2	2016-03-31_12.53.04.465000
7	141	4.396000	42.png	22	Lehrelaptop2	2016-03-31_12.53.04.465000
7	52	3.381000	33.png	23	Lehrelaptop2	2016-03-31_12.53.04.465000
7	21	4.144000	27.png	24	Lehrelaptop2	2016-03-31_12.53.04.465000
