ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
9	61	4.089000	60_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	1
9	27	5.047000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	2
9	54	6.502000	42_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	3
9	78	3.788000	6_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	4
9	94	4.987000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	5
9	164	7.124000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	6
9	118	4.983000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	7
9	89	4.327000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	8
9	59	3.938000	55_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	9
9	191	6.695000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	10
9	136	4.241000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	11
9	34	5.266000	45_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	12
9	57	4.404000	46_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	13
9	134	4.797000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	14
9	98	3.871000	58_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	15
9	65	3.393000	61_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	16
9	146	3.259000	42_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	17
9	114	5.446000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	18
9	145	7.231000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	19
9	100	3.326000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	20
9	96	3.553000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	21
9	141	4.582000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	22
9	99	8.501000	45_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	23
9	110	4.019000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	24
9	74	3.840000	53_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	25
9	39	5.560000	53_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	26
9	117	5.310000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	27
9	174	3.626000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	28
9	84	2.564000	58_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	29
9	164	4.520000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	30
9	83	7.668000	59_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	31
9	97	5.681000	61_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	32
9	32	3.832000	46_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	33
9	68	3.265000	55_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	34
9	74	3.204000	60_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	35
9	114	4.696000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	36
9	168	4.881000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	37
9	144	3.974000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	38
9	53	3.061000	59_pain.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	39
9	94	3.860000	6_anger.wav	Lehrelaptop2	2016-03-31_13.11.42.268000	40
