ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
3	93	6.381000	60_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	1
3	112	4.846000	58_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	2
3	67	3.702000	59_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	3
3	165	3.799000	42_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	4
3	96	9.913000	6_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	5
3	90	2.541000	58_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	6
3	51	4.065000	61_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	7
3	177	3.867000	6_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	8
3	161	5.021000	59_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	9
3	106	3.706000	45_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	10
3	149	3.000000	46_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	11
3	154	3.846000	61_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	12
3	106	3.259000	55_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	13
3	72	3.373000	45_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	14
3	77	2.920000	53_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	15
3	80	4.364000	46_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	16
3	154	3.859000	58_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	17
3	162	4.862000	61_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	18
3	89	1.991000	58_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	19
3	51	5.479000	45_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	20
3	99	6.290000	55_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	21
3	128	3.220000	53_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	22
3	65	3.729000	42_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	23
3	72	2.921000	59_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	24
3	149	4.379000	53_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	25
3	57	3.018000	53_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	26
3	66	2.559000	60_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	27
3	100	3.065000	42_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	28
3	110	6.197000	59_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	29
3	117	2.660000	60_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	30
3	59	4.664000	46_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	31
3	71	6.585000	6_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	32
3	114	3.282000	42_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	33
3	146	3.640000	60_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	34
3	86	6.568000	55_pain.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	35
3	58	3.141000	46_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	36
3	93	2.285000	61_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	37
3	98	3.233000	6_pleasure.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	38
3	131	3.560000	45_happiness.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	39
3	77	2.683000	55_anger.wav	Lehrelaptop2	2016-03-31_12.25.53.631000	40
