ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
29	77	4.235000	59_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	1
29	60	3.534000	53_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	2
29	117	7.865000	46_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	3
29	61	3.846000	61_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	4
29	49	6.462000	59_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	5
29	78	4.545000	60_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	6
29	88	7.343000	45_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	7
29	96	4.136000	55_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	8
29	27	3.360000	42_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	9
29	85	6.435000	53_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	10
29	77	6.364000	6_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	11
29	151	4.168000	60_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	12
29	71	4.002000	55_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	13
29	11	3.344000	61_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	14
29	108	6.285000	42_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	15
29	59	2.494000	58_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	16
29	6	6.221000	46_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	17
29	20	4.107000	58_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	18
29	31	5.940000	53_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	19
29	61	3.659000	42_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	20
29	83	2.901000	6_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	21
29	37	3.201000	46_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	22
29	98	3.920000	55_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	23
29	63	3.479000	59_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	24
29	53	3.480000	6_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	25
29	3	4.060000	45_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	26
29	122	3.943000	60_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	27
29	30	2.714000	59_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	28
29	38	5.535000	42_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	29
29	45	4.738000	61_happiness.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	30
29	93	3.479000	6_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	31
29	36	4.322000	58_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	32
29	108	5.465000	60_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	33
29	22	2.900000	45_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	34
29	24	3.190000	53_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	35
29	40	2.566000	55_pain.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	36
29	9	3.099000	61_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	37
29	11	3.310000	58_pleasure.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	38
29	19	3.745000	45_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	39
29	100	6.066000	46_anger.wav	Lehrelaptop2	2016-03-31_17.02.06.158000	40
