ParticipantNumber	likingRating	likingRT	Picture	TrialNr	computerName	timeStamp
18	80	12.231000	51.png	1	Lehrelaptop2	2016-03-31_15.04.21.542000
18	93	4.776000	14.png	2	Lehrelaptop2	2016-03-31_15.04.21.542000
18	100	5.187000	20.png	3	Lehrelaptop2	2016-03-31_15.04.21.542000
18	126	3.920000	53.png	4	Lehrelaptop2	2016-03-31_15.04.21.542000
18	124	2.503000	15.png	5	Lehrelaptop2	2016-03-31_15.04.21.542000
18	103	3.625000	7.png	6	Lehrelaptop2	2016-03-31_15.04.21.542000
18	95	2.982000	8.png	7	Lehrelaptop2	2016-03-31_15.04.21.542000
18	161	3.249000	22.png	8	Lehrelaptop2	2016-03-31_15.04.21.542000
18	84	3.220000	4.png	9	Lehrelaptop2	2016-03-31_15.04.21.542000
18	153	4.569000	33.png	10	Lehrelaptop2	2016-03-31_15.04.21.542000
18	123	6.794000	50.png	11	Lehrelaptop2	2016-03-31_15.04.21.542000
18	199	3.457000	54.png	12	Lehrelaptop2	2016-03-31_15.04.21.542000
18	107	4.519000	55.png	13	Lehrelaptop2	2016-03-31_15.04.21.542000
18	163	2.542000	28.png	14	Lehrelaptop2	2016-03-31_15.04.21.542000
18	100	2.677000	56.png	15	Lehrelaptop2	2016-03-31_15.04.21.542000
18	95	3.225000	40.png	16	Lehrelaptop2	2016-03-31_15.04.21.542000
18	94	2.818000	6.png	17	Lehrelaptop2	2016-03-31_15.04.21.542000
18	100	3.130000	42.png	18	Lehrelaptop2	2016-03-31_15.04.21.542000
18	135	4.280000	3.png	19	Lehrelaptop2	2016-03-31_15.04.21.542000
18	123	3.599000	1.png	20	Lehrelaptop2	2016-03-31_15.04.21.542000
18	159	2.668000	27.png	21	Lehrelaptop2	2016-03-31_15.04.21.542000
18	129	2.719000	52.png	22	Lehrelaptop2	2016-03-31_15.04.21.542000
18	138	2.607000	43.png	23	Lehrelaptop2	2016-03-31_15.04.21.542000
18	93	3.071000	5.png	24	Lehrelaptop2	2016-03-31_15.04.21.542000
