ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
22	98	28.898000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	1
22	97	0.969000	58_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	2
22	99	1.247000	45_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	3
22	99	1.046000	61_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	4
22	99	0.886000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	5
22	98	0.706000	53_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	6
22	97	0.788000	6_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	7
22	98	0.906000	55_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	8
22	98	0.666000	60_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	9
22	105	0.726000	42_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	10
22	101	0.865000	59_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	11
22	99	0.788000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	12
22	101	1.165000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	13
22	101	0.686000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	14
22	102	0.488000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	15
22	101	1.503000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	16
22	98	0.946000	42_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	17
22	100	0.626000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	18
22	101	1.147000	60_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	19
22	101	0.986000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	20
22	100	1.078000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	21
22	100	0.645000	53_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	22
22	100	0.685000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	23
22	100	1.065000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	24
22	100	0.866000	46_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	25
22	101	0.926000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	26
22	102	0.585000	61_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	27
22	102	0.704000	46_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	28
22	100	0.747000	59_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	29
22	98	1.045000	58_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	30
22	102	1.524000	45_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	31
22	99	1.206000	6_anger.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	32
22	100	0.767000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	33
22	102	1.045000	55_pain.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	34
22	100	1.305000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	35
22	101	1.199000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	36
22	101	0.606000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	37
22	99	0.547000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	38
22	99	0.627000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	39
22	101	0.503000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.04.56.251000	40
