ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
27	160	6.004000	6_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	1
27	110	3.194000	42_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	2
27	80	5.740000	61_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	3
27	140	3.656000	53_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	4
27	152	3.190000	46_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	5
27	58	3.601000	46_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	6
27	120	3.870000	6_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	7
27	60	2.270000	60_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	8
27	148	3.585000	61_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	9
27	39	2.924000	46_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	10
27	127	2.984000	42_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	11
27	81	3.581000	59_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	12
27	139	2.860000	42_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	13
27	39	3.327000	42_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	14
27	52	5.025000	61_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	15
27	147	3.421000	58_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	16
27	90	3.210000	58_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	17
27	159	3.401000	46_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	18
27	175	3.099000	60_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	19
27	169	7.011000	58_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	20
27	134	2.486000	59_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	21
27	31	2.694000	45_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	22
27	52	1.912000	58_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	23
27	118	1.997000	59_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	24
27	57	2.418000	6_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	25
27	46	2.460000	6_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	26
27	158	2.230000	60_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	27
27	53	1.795000	55_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	28
27	159	4.072000	60_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	29
27	148	3.061000	53_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	30
27	152	2.660000	53_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	31
27	50	3.739000	59_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	32
27	46	2.719000	53_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	33
27	164	2.840000	45_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	34
27	98	3.340000	55_pain.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	35
27	67	2.576000	61_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	36
27	71	2.739000	55_pleasure.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	37
27	29	2.406000	55_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	38
27	161	4.632000	45_happiness.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	39
27	40	2.278000	45_anger.wav	Lehrelaptop2	2016-03-31_16.45.45.915000	40
