ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
12	60	6.021000	58_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	1
12	119	2.905000	6_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	2
12	41	3.659000	45_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	3
12	160	3.560000	55_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	4
12	71	5.178000	45_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	5
12	70	2.366000	60_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	6
12	171	4.768000	6_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	7
12	131	2.665000	60_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	8
12	79	5.575000	46_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	9
12	41	3.245000	46_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	10
12	159	3.934000	42_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	11
12	140	3.445000	53_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	12
12	110	2.757000	6_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	13
12	61	4.734000	53_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	14
12	60	4.476000	53_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	15
12	132	3.001000	42_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	16
12	108	4.485000	45_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	17
12	90	4.632000	61_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	18
12	120	3.760000	46_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	19
12	149	3.211000	59_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	20
12	140	2.367000	61_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	21
12	80	3.239000	58_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	22
12	81	2.606000	45_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	23
12	90	2.299000	46_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	24
12	110	5.963000	59_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	25
12	89	3.456000	61_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	26
12	151	3.173000	58_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	27
12	79	3.304000	42_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	28
12	89	3.072000	60_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	29
12	120	4.280000	55_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	30
12	111	2.760000	59_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	31
12	99	2.309000	55_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	32
12	150	3.189000	60_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	33
12	129	3.960000	53_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	34
12	108	2.734000	61_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	35
12	90	2.027000	55_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	36
12	120	3.499000	42_anger.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	37
12	120	2.561000	58_happiness.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	38
12	121	5.421000	6_pleasure.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	39
12	90	3.686000	59_pain.wav	Lehrelaptop2	2016-03-31_13.34.21.228000	40
