ParticipantNumber	likingRating	likingRT	SoundOfStimulus	computerName	timeStamp	TrialNr
1	56	3.304000	59_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	1
1	142	3.988000	61_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	2
1	149	5.507000	55_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	3
1	126	5.807000	53_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	4
1	166	4.367000	6_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	5
1	139	3.428000	46_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	6
1	72	6.228000	6_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	7
1	31	3.746000	42_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	8
1	18	3.988000	53_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	9
1	71	3.548000	6_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	10
1	54	2.387000	60_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	11
1	128	5.432000	59_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	12
1	113	3.787000	58_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	13
1	149	2.809000	58_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	14
1	104	5.988000	45_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	15
1	65	2.788000	59_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	16
1	133	3.328000	60_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	17
1	101	5.008000	61_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	18
1	154	2.407000	53_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	19
1	129	2.896000	55_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	20
1	58	2.747000	61_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	21
1	86	4.008000	55_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	22
1	118	4.127000	42_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	23
1	150	2.967000	45_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	24
1	109	4.208000	6_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	25
1	94	6.225000	60_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	26
1	60	4.467000	58_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	27
1	6	3.628000	45_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	28
1	85	3.667000	55_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	29
1	84	2.346000	61_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	30
1	78	4.247000	45_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	31
1	44	2.887000	46_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	32
1	63	7.426000	53_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	33
1	121	3.846000	42_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	34
1	105	4.807000	59_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	35
1	76	4.667000	58_anger.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	36
1	117	3.687000	46_pleasure.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	37
1	146	6.267000	42_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	38
1	159	5.387000	60_happiness.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	39
1	55	8.269000	46_pain.wav	Lehrelaptop2	2016-03-31_11.03.09.622000	40
